yourlist:M202108196320BA52A5CE8FCD097CB85A53697A3513E9A1H	Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene ontology IDs	Gene ontology (GO)
A0A0T2KRR3	A0A0T2KRR3	A0A0T2KRR3_9MICO	unreviewed	ATP synthase subunit beta (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	atpD ASD65_17890	Microbacterium sp. Root61	482	GO:0005524; GO:0005886; GO:0016787; GO:0045261; GO:0046933; GO:0046961	plasma membrane [GO:0005886]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]
A0A0T7BTJ7	A0A0T7BTJ7	A0A0T7BTJ7_9CYAN	unreviewed	Carbon dioxide-concentrating protein CcmK	IJ00_15090	Calothrix sp. 336/3	115	GO:0015977; GO:0031470	carboxysome [GO:0031470]; carbon fixation [GO:0015977]
A0A0V7ZNE6	A0A0V7ZNE6	A0A0V7ZNE6_9CYAN	unreviewed	30S ribosomal protein S11	rpsK rps11 BC008_25035	Mastigocoleus testarum BC008	131	GO:0003735; GO:0005840; GO:0006412; GO:0019843	ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
A0A0W1F187	A0A0W1F187	A0A0W1F187_9SPHN	unreviewed	FAS1 domain-containing protein	ATE68_04220	Sphingopyxis sp. H038	209		
A0A0X8P181	A0A0X8P181	A0A0X8P181_ALCXX	unreviewed	DNA-directed RNA polymerase subunit beta' (RNAP subunit beta') (EC 2.7.7.6) (RNA polymerase subunit beta') (Transcriptase subunit beta')	rpoC AL504_19460	Alcaligenes xylosoxydans xylosoxydans (Achromobacter xylosoxidans)	1414	GO:0000287; GO:0003677; GO:0003899; GO:0006351; GO:0008270	DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; magnesium ion binding [GO:0000287]; zinc ion binding [GO:0008270]; transcription, DNA-templated [GO:0006351]
A0A0X8WUT4	A0A0X8WUT4	A0A0X8WUT4_9CYAN	unreviewed	Uncharacterized protein	O77CONTIG1_02689	Leptolyngbya sp. O-77	117		
A0A0X8WW16	A0A0X8WW16	A0A0X8WW16_9CYAN	unreviewed	Allophycocyanin alpha chain	apcA O77CONTIG1_02541	Leptolyngbya sp. O-77	161	GO:0015979; GO:0018298; GO:0030089; GO:0031676	phycobilisome [GO:0030089]; plasma membrane-derived thylakoid membrane [GO:0031676]; photosynthesis [GO:0015979]; protein-chromophore linkage [GO:0018298]
A0A150JRD0	A0A150JRD0	A0A150JRD0_BACCO	unreviewed	Elongation factor Tu (EF-Tu)	tuf B4098_1157	Bacillus coagulans	395	GO:0003746; GO:0003924; GO:0005525; GO:0005737	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]
A0A151GBK9	A0A151GBK9	A0A151GBK9_9HYPO	unreviewed	2-phosphoglycerate dehydratase (EC 4.2.1.11) (Enolase)	DCS_06464 DCS_08295	Drechmeria coniospora	438	GO:0000015; GO:0000287; GO:0004634; GO:0006096	phosphopyruvate hydratase complex [GO:0000015]; magnesium ion binding [GO:0000287]; phosphopyruvate hydratase activity [GO:0004634]; glycolytic process [GO:0006096]
A0A165EP22	A0A165EP22	A0A165EP22_EXIGL	unreviewed	ATP synthase subunit beta (EC 7.1.2.2)	EXIGLDRAFT_697576	Exidia glandulosa HHB12029	538	GO:0005524; GO:0045261; GO:0046933; GO:0046961	proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]
A0A165KWR9	A0A165KWR9	A0A165KWR9_9BURK	unreviewed	OmpA-like domain-containing protein	A1D30_12015	Acidovorax sp. GW101-3H11	214	GO:0016021	integral component of membrane [GO:0016021]
A0A166IQA3	A0A166IQA3	A0A166IQA3_NODSP	unreviewed	30S ribosomal protein S11	rpsK rps11 A2T98_16610	Nodularia spumigena CENA596	131	GO:0003735; GO:0005840; GO:0006412; GO:0019843	ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
A0A166IQB4	A0A166IQB4	A0A166IQB4_NODSP	unreviewed	30S ribosomal protein S13	rpsM rps13 A2T98_16615	Nodularia spumigena CENA596	126	GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0019843	ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]
A0A166UFM2	A0A166UFM2	A0A166UFM2_9PEZI	unreviewed	2-phosphoglycerate dehydratase (EC 4.2.1.11) (Enolase)	CT0861_05104	Colletotrichum tofieldiae	438	GO:0000015; GO:0000287; GO:0004634; GO:0006096	phosphopyruvate hydratase complex [GO:0000015]; magnesium ion binding [GO:0000287]; phosphopyruvate hydratase activity [GO:0004634]; glycolytic process [GO:0006096]
A0A168J2T7	A0A168J2T7	A0A168J2T7_CORDF	unreviewed	2-phosphoglycerate dehydratase (EC 4.2.1.11) (Enolase)	LEL_03429	Akanthomyces lecanii RCEF 1005	438	GO:0000015; GO:0000287; GO:0004634; GO:0006096	phosphopyruvate hydratase complex [GO:0000015]; magnesium ion binding [GO:0000287]; phosphopyruvate hydratase activity [GO:0004634]; glycolytic process [GO:0006096]
A0A172F1M3	A0A172F1M3	A0A172F1M3_9EUGL	unreviewed	ATP synthase subunit alpha, chloroplastic (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)	atpA	Phacus orbicularis	503	GO:0005524; GO:0009535; GO:0045261; GO:0046933; GO:0046961	chloroplast thylakoid membrane [GO:0009535]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]
A0A177K877	A0A177K877	A0A177K877_9ACTN	unreviewed	Cell division protein FtsZ	ftsZ AYJ66_16480	Dietzia cinnamea	402	GO:0000917; GO:0003924; GO:0005525; GO:0005737; GO:0032153; GO:0043093; GO:0051258	cell division site [GO:0032153]; cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; division septum assembly [GO:0000917]; FtsZ-dependent cytokinesis [GO:0043093]; protein polymerization [GO:0051258]
A0A199NZ11	A0A199NZ11	A0A199NZ11_XANCT	unreviewed	Fasciclin	A6R73_05185	Xanthomonas translucens pv. poae	196		
A0A1A3FWE6	A0A1A3FWE6	A0A1A3FWE6_9MYCO	unreviewed	Cell division protein FtsZ	ftsZ A5622_07325	Mycobacterium sp. 1245801.1	385	GO:0000917; GO:0003924; GO:0005525; GO:0005737; GO:0032153; GO:0043093; GO:0051258	cell division site [GO:0032153]; cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; division septum assembly [GO:0000917]; FtsZ-dependent cytokinesis [GO:0043093]; protein polymerization [GO:0051258]
A0A1A3JLD2	A0A1A3JLD2	A0A1A3JLD2_9MYCO	unreviewed	Cell division protein FtsZ	ftsZ A5643_03140	Mycobacterium sp. 1274756.6	386	GO:0000917; GO:0003924; GO:0005525; GO:0005737; GO:0032153; GO:0043093; GO:0051258	cell division site [GO:0032153]; cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; division septum assembly [GO:0000917]; FtsZ-dependent cytokinesis [GO:0043093]; protein polymerization [GO:0051258]
A0A1A3T6E8	A0A1A3T6E8	A0A1A3T6E8_9MYCO	unreviewed	Cell division protein FtsZ	ftsZ A5650_11300	Mycobacterium sp. 1164985.4	379	GO:0000917; GO:0003924; GO:0005525; GO:0005737; GO:0032153; GO:0043093; GO:0051258	cell division site [GO:0032153]; cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; division septum assembly [GO:0000917]; FtsZ-dependent cytokinesis [GO:0043093]; protein polymerization [GO:0051258]
A0A1B1TX37	A0A1B1TX37	A0A1B1TX37_9SYNE	unreviewed	DNA-binding response regulator	AWQ22_05010	Synechococcus sp. PCC 7117	242	GO:0000160; GO:0003677; GO:0006355	DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of transcription, DNA-templated [GO:0006355]
A0A1B7V516	A0A1B7V516	A0A1B7V516_9NOST	unreviewed	Carbon dioxide-concentrating protein CcmK	AN482_09790	Anabaena sp. LE011-02	114	GO:0015977; GO:0031470	carboxysome [GO:0031470]; carbon fixation [GO:0015977]
A0A1B7VJ23	A0A1B7VJ23	A0A1B7VJ23_9NOST	unreviewed	Carbon dioxide-concentrating protein CcmK	AN488_15830	Anabaena sp. WA113	114	GO:0015977; GO:0031470	carboxysome [GO:0031470]; carbon fixation [GO:0015977]
A0A1B7VXJ4	A0A1B7VXJ4	A0A1B7VXJ4_APHFL	unreviewed	Carbon dioxide-concentrating protein CcmK	AN481_09025	Aphanizomenon flos-aquae LD13	114	GO:0015977; GO:0031470	carboxysome [GO:0031470]; carbon fixation [GO:0015977]
A0A1B7W2Y8	A0A1B7W2Y8	A0A1B7W2Y8_9NOST	unreviewed	30S ribosomal protein S13 (Fragment)	AN485_23905	Anabaena sp. MDT14b	76	GO:0003723; GO:0003735; GO:0005840; GO:0006412	ribosome [GO:0005840]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
A0A1B7W8C1	A0A1B7W8C1	A0A1B7W8C1_9NOST	unreviewed	Carbon dioxide-concentrating protein CcmK	AN485_18765	Anabaena sp. MDT14b	114	GO:0015977; GO:0031470	carboxysome [GO:0031470]; carbon fixation [GO:0015977]
A0A1B7WKL8	A0A1B7WKL8	A0A1B7WKL8_9NOST	unreviewed	Carbon dioxide-concentrating protein CcmK	AN487_09745	Anabaena sp. CRKS33	114	GO:0015977; GO:0031470	carboxysome [GO:0031470]; carbon fixation [GO:0015977]
A0A1B7WNC1	A0A1B7WNC1	A0A1B7WNC1_9NOST	unreviewed	Translation initiation factor IF-1	infA AN487_06985	Anabaena sp. CRKS33	74	GO:0003743; GO:0005737; GO:0019843; GO:0043022	cytoplasm [GO:0005737]; ribosome binding [GO:0043022]; rRNA binding [GO:0019843]; translation initiation factor activity [GO:0003743]
A0A1B7WNT7	A0A1B7WNT7	A0A1B7WNT7_9NOST	unreviewed	Phosphoglycerate kinase (EC 2.7.2.3)	pgk AN487_06480	Anabaena sp. CRKS33	400	GO:0004618; GO:0005524; GO:0005737; GO:0006096	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; phosphoglycerate kinase activity [GO:0004618]; glycolytic process [GO:0006096]
A0A1B7X540	A0A1B7X540	A0A1B7X540_APHFL	unreviewed	30S ribosomal protein S11	rpsK rps11 AN484_06885	Aphanizomenon flos-aquae WA102	131	GO:0003735; GO:0005840; GO:0006412; GO:0019843	ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
A0A1B7X781	A0A1B7X781	A0A1B7X781_APHFL	unreviewed	Carbon dioxide-concentrating protein CcmK	AN484_02945	Aphanizomenon flos-aquae WA102	114	GO:0015977; GO:0031470	carboxysome [GO:0031470]; carbon fixation [GO:0015977]
A0A1C0V572	A0A1C0V572	A0A1C0V572_9NOSO	unreviewed	30S ribosomal protein S11	rpsK rps11 BCD64_09345	Nostoc sp. MBR 210	131	GO:0003735; GO:0005840; GO:0006412; GO:0019843	ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
A0A1C0V7F7	A0A1C0V7F7	A0A1C0V7F7_9CYAN	unreviewed	Nitrogen regulatory protein P-II (PII signal transducing protein)	BCR12_10000	Limnothrix sp. P13C2	112	GO:0006808; GO:0030234	enzyme regulator activity [GO:0030234]; regulation of nitrogen utilization [GO:0006808]
A0A1C0VF05	A0A1C0VF05	A0A1C0VF05_9NOSO	unreviewed	Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase)	ndk BCD64_03415	Nostoc sp. MBR 210	149	GO:0004550; GO:0005524; GO:0005737; GO:0006183; GO:0006228; GO:0006241; GO:0046872	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; nucleoside diphosphate kinase activity [GO:0004550]; CTP biosynthetic process [GO:0006241]; GTP biosynthetic process [GO:0006183]; UTP biosynthetic process [GO:0006228]
A0A1C0VI59	A0A1C0VI59	A0A1C0VI59_9CYAN	unreviewed	Urea ABC transporter substrate-binding protein	BCD67_24635	Oscillatoriales cyanobacterium USR001	447	GO:0006865	amino acid transport [GO:0006865]
A0A1C0VR61	A0A1C0VR61	A0A1C0VR61_9CYAN	unreviewed	Photosystem II CP47 reaction center protein (PSII 47 kDa protein) (Protein CP-47)	psbB BCD67_24980	Oscillatoriales cyanobacterium USR001	508	GO:0009523; GO:0009772; GO:0016021; GO:0016168; GO:0018298; GO:0031676; GO:0045156	integral component of membrane [GO:0016021]; photosystem II [GO:0009523]; plasma membrane-derived thylakoid membrane [GO:0031676]; chlorophyll binding [GO:0016168]; electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity [GO:0045156]; photosynthetic electron transport in photosystem II [GO:0009772]; protein-chromophore linkage [GO:0018298]
A0A1C0VS59	A0A1C0VS59	A0A1C0VS59_9CYAN	unreviewed	AbrB family transcriptional regulator	BCD67_11615	Oscillatoriales cyanobacterium USR001	129	GO:0003677	DNA binding [GO:0003677]
A0A1C0VYM1	A0A1C0VYM1	A0A1C0VYM1_9CYAN	unreviewed	Allophycocyanin subunit beta	BCD67_16585	Oscillatoriales cyanobacterium USR001	161	GO:0015979; GO:0018298; GO:0030089; GO:0031676	phycobilisome [GO:0030089]; plasma membrane-derived thylakoid membrane [GO:0031676]; photosynthesis [GO:0015979]; protein-chromophore linkage [GO:0018298]
A0A1D1UKE3	A0A1D1UKE3	A0A1D1UKE3_RAMVA	unreviewed	ATP synthase subunit beta (EC 7.1.2.2)	RvY_01493-1 RvY_01493.1 RvY_01493	Ramazzottius varieornatus (Water bear) (Tardigrade)	548	GO:0005524; GO:0045261; GO:0046933; GO:0046961	proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]
A0A1D2P358	A0A1D2P358	A0A1D2P358_9CYAN	unreviewed	Carbon dioxide-concentrating protein CcmK	QH73_003670	Scytonema millei VB511283	115	GO:0015977; GO:0031470	carboxysome [GO:0031470]; carbon fixation [GO:0015977]
A0A1D2P552	A0A1D2P552	A0A1D2P552_9CYAN	unreviewed	Phospholipid-binding protein	QH73_002315	Scytonema millei VB511283	118		
A0A1D2SGV0	A0A1D2SGV0	A0A1D2SGV0_9BURK	unreviewed	Superoxide dismutase (EC 1.15.1.1)	ABS56_09655	Lautropia sp. SCN 69-89	193	GO:0004784; GO:0046872	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]
A0A1D8U0W8	A0A1D8U0W8	A0A1D8U0W8_9CYAN	unreviewed	30S ribosomal protein S10	rpsJ rps10 BJP34_31280	Moorea producens PAL-8-15-08-1	105	GO:0000049; GO:0003735; GO:0005840; GO:0006412	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]
A0A1D8U0Z4	A0A1D8U0Z4	A0A1D8U0Z4_9CYAN	unreviewed	Red carotenoid-binding protein	BJP34_32835	Moorea producens PAL-8-15-08-1	319	GO:0016037; GO:0018298; GO:0030089; GO:0031404	phycobilisome [GO:0030089]; chloride ion binding [GO:0031404]; light absorption [GO:0016037]; protein-chromophore linkage [GO:0018298]
A0A1E2WEG2	A0A1E2WEG2	A0A1E2WEG2_9NOSO	unreviewed	Carbon dioxide-concentrating protein CcmK	A4S05_17575	Nostoc sp. KVJ20	114	GO:0015977; GO:0031470	carboxysome [GO:0031470]; carbon fixation [GO:0015977]
A0A1E2WG90	A0A1E2WG90	A0A1E2WG90_9NOSO	unreviewed	Fasciclin	A4S05_13380	Nostoc sp. KVJ20	133		
A0A1E4M6G6	A0A1E4M6G6	A0A1E4M6G6_9MICO	unreviewed	Cold-shock protein	ABT06_14890	Leifsonia sp. SCN 70-46	67	GO:0003676; GO:0005737	cytoplasm [GO:0005737]; nucleic acid binding [GO:0003676]
A0A1E5QFM5	A0A1E5QFM5	A0A1E5QFM5_9CYAN	unreviewed	Photosystem I P700 chlorophyll a apoprotein A2 (EC 1.97.1.12) (PsaB)	psaB BH720_19360	Desertifilum sp. IPPAS B-1220	742	GO:0000287; GO:0009055; GO:0009522; GO:0015979; GO:0016021; GO:0016168; GO:0018298; GO:0031676; GO:0051539	integral component of membrane [GO:0016021]; photosystem I [GO:0009522]; plasma membrane-derived thylakoid membrane [GO:0031676]; 4 iron, 4 sulfur cluster binding [GO:0051539]; chlorophyll binding [GO:0016168]; electron transfer activity [GO:0009055]; magnesium ion binding [GO:0000287]; photosynthesis [GO:0015979]; protein-chromophore linkage [GO:0018298]
A0A1E5QJN5	A0A1E5QJN5	A0A1E5QJN5_9CYAN	unreviewed	30S ribosomal protein S13	rpsM rps13 BH720_12585	Desertifilum sp. IPPAS B-1220	127	GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0019843	ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]
A0A1E5QMT7	A0A1E5QMT7	A0A1E5QMT7_9CYAN	unreviewed	Uncharacterized protein	BH720_06910	Desertifilum sp. IPPAS B-1220	117		
A0A1E5QRI8	A0A1E5QRI8	A0A1E5QRI8_9CYAN	unreviewed	Phospholipid-binding protein	BH720_00085	Desertifilum sp. IPPAS B-1220	117		
A0A1F4GKB2	A0A1F4GKB2	A0A1F4GKB2_9BURK	unreviewed	OmpA-like domain-containing protein	A2Z90_07960	Burkholderiales bacterium GWA2_64_37	212	GO:0016021	integral component of membrane [GO:0016021]
A0A1F4HF44	A0A1F4HF44	A0A1F4HF44_9BURK	unreviewed	OmpA-like domain-containing protein	A3E79_00395	Burkholderiales bacterium RIFCSPHIGHO2_12_FULL_61_11	217	GO:0016021	integral component of membrane [GO:0016021]
A0A1G1W0T8	A0A1G1W0T8	A0A1G1W0T8_9BACT	unreviewed	ATP synthase subunit beta (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	atpD A2113_00590	Candidatus Woykebacteria bacterium GWA1_44_8	463	GO:0005524; GO:0005886; GO:0045261; GO:0046933; GO:0046961	plasma membrane [GO:0005886]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]
A0A1G3JJT1	A0A1G3JJT1	A0A1G3JJT1_9SPHN	unreviewed	ATP synthase subunit beta (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	atpD A3H25_07150	Sphingomonadales bacterium RIFCSPLOWO2_12_FULL_63_15	481	GO:0005524; GO:0005886; GO:0045261; GO:0046933; GO:0046961	plasma membrane [GO:0005886]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]
A0A1G3K992	A0A1G3K992	A0A1G3K992_9SPHN	unreviewed	Beta-Ig-H3/fasciclin	A2885_09125	Sphingopyxis sp. RIFCSPHIGHO2_01_FULL_65_24	209		
A0A1G5B8F5	A0A1G5B8F5	A0A1G5B8F5_9RHIZ	unreviewed	Uncaracterized surface protein containing fasciclin (FAS1) repeats	SAMN02927923_00161	Microvirga guangxiensis	159		
A0A1G6J380	A0A1G6J380	A0A1G6J380_9BURK	unreviewed	OmpA-OmpF porin, OOP family	SAMN05192589_101307	Acidovorax valerianellae	221	GO:0016021	integral component of membrane [GO:0016021]
A0A1G7YVN4	A0A1G7YVN4	A0A1G7YVN4_SELRU	unreviewed	60 kDa chaperonin (GroEL protein) (Protein Cpn60)	groL groEL SAMN05216584_12117	Selenomonas ruminantium	541	GO:0005524; GO:0005737; GO:0016887; GO:0042026; GO:0051082	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; unfolded protein binding [GO:0051082]; protein refolding [GO:0042026]
A0A1H0SXX2	A0A1H0SXX2	A0A1H0SXX2_9BURK	unreviewed	Superoxide dismutase (EC 1.15.1.1)	SAMN04489708_113111	Acidovorax cattleyae	194	GO:0004784; GO:0046872	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]
A0A1H0UW28	A0A1H0UW28	A0A1H0UW28_9BURK	unreviewed	OmpA-OmpF porin, OOP family	SAMN04489708_12214	Acidovorax cattleyae	219	GO:0016021	integral component of membrane [GO:0016021]
A0A1H1TEZ8	A0A1H1TEZ8	A0A1H1TEZ8_9MICO	unreviewed	Aldehyde dehydrogenase	SAMN04489721_1567	Agromyces flavus	507	GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]
A0A1H4A301	A0A1H4A301	A0A1H4A301_9BURK	unreviewed	Phasin family protein	SAMN05421875_10965	Acidovorax soli	182		
A0A1H5AWS7	A0A1H5AWS7	A0A1H5AWS7_9NOCA	unreviewed	Cell division protein FtsZ	ftsZ SAMN04490239_8396	Rhodococcus koreensis	399	GO:0000917; GO:0003924; GO:0005525; GO:0005737; GO:0032153; GO:0043093; GO:0051258	cell division site [GO:0032153]; cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; division septum assembly [GO:0000917]; FtsZ-dependent cytokinesis [GO:0043093]; protein polymerization [GO:0051258]
A0A1H5XEF0	A0A1H5XEF0	A0A1H5XEF0_9BACT	unreviewed	60 kDa chaperonin (GroEL protein) (Protein Cpn60)	groL groEL SAMN03080598_02483	Algoriphagus boritolerans DSM 17298 = JCM 18970	542	GO:0005524; GO:0005737; GO:0016887; GO:0042026; GO:0051082	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; unfolded protein binding [GO:0051082]; protein refolding [GO:0042026]
A0A1H6DE92	A0A1H6DE92	A0A1H6DE92_9BRAD	unreviewed	50S ribosomal protein L7/L12	rplL SAMN04488115_1246	Bosea lathyri	124	GO:0003735; GO:0005840; GO:0006412	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
A0A1H9GR64	A0A1H9GR64	A0A1H9GR64_9PSEU	unreviewed	Uncharacterized protein	SAMN04488000_103239	Lentzea albida	517	GO:0016021	integral component of membrane [GO:0016021]
A0A1I1SZA5	A0A1I1SZA5	A0A1I1SZA5_9BURK	unreviewed	Superoxide dismutase (EC 1.15.1.1)	SAMN04489710_10311	Acidovorax konjaci	194	GO:0004784; GO:0046872	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]
A0A1I1TUW7	A0A1I1TUW7	A0A1I1TUW7_9BURK	unreviewed	OmpA-OmpF porin, OOP family	SAMN04489710_10467	Acidovorax konjaci	220	GO:0016021	integral component of membrane [GO:0016021]
A0A1I1ZMK6	A0A1I1ZMK6	A0A1I1ZMK6_9BURK	unreviewed	OmpA-OmpF porin, OOP family	SAMN04489711_101170	Acidovorax wautersii	219	GO:0016021	integral component of membrane [GO:0016021]
A0A1I3D407	A0A1I3D407	A0A1I3D407_9FLAO	unreviewed	Uncaracterized surface protein containing fasciclin (FAS1) repeats	SAMN05443292_0244	Chryseobacterium frigidisoli	195		
A0A1I3FV02	A0A1I3FV02	A0A1I3FV02_SELRU	unreviewed	60 kDa chaperonin (GroEL protein) (Protein Cpn60)	groL groEL SAMN04487861_11771	Selenomonas ruminantium	541	GO:0005524; GO:0005737; GO:0016887; GO:0042026; GO:0051082	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; unfolded protein binding [GO:0051082]; protein refolding [GO:0042026]
A0A1I4GRT2	A0A1I4GRT2	A0A1I4GRT2_9PROT	unreviewed	DNA-directed RNA polymerase subunit beta' (RNAP subunit beta') (EC 2.7.7.6) (RNA polymerase subunit beta') (Transcriptase subunit beta')	rpoC SAMN05216302_10611	Nitrosomonas aestuarii	1403	GO:0000287; GO:0003677; GO:0003899; GO:0006351; GO:0008270	DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; magnesium ion binding [GO:0000287]; zinc ion binding [GO:0008270]; transcription, DNA-templated [GO:0006351]
