Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 1,Coverage (%) Sample 2,Coverage (%) Sample 3,Coverage (%) Sample 4,Coverage (%) Sample 5,Coverage (%) Sample 6,Coverage (%) Sample 7,Coverage (%) Sample 8,Coverage (%) Sample 9,Coverage (%) Sample 10,Coverage (%) Sample 11,Coverage (%) Sample 12,Coverage (%) Sample 13,Coverage (%) Sample 14,Area Sample 1,Area Sample 2,Area Sample 3,Area Sample 4,Area Sample 5,Area Sample 6,Area Sample 7,Area Sample 8,Area Sample 9,Area Sample 10,Area Sample 11,Area Sample 12,Area Sample 13,Area Sample 14,#Peptides,#Unique,#Spec Sample 1,#Spec Sample 2,#Spec Sample 3,#Spec Sample 4,#Spec Sample 5,#Spec Sample 6,#Spec Sample 7,#Spec Sample 8,#Spec Sample 9,#Spec Sample 10,#Spec Sample 11,#Spec Sample 12,#Spec Sample 13,#Spec Sample 14,PTM,Avg. Mass,Description
571,215838,tr|A0A2W7B737|A0A2W7B737_9CYAN,181.65,27,0,4,9,4,0,2,2,0,23,0,12,0,0,0,,,,,,,,,3.5927E3,,1.0507E3,,,,13,4,0,6,16,2,0,1,1,0,18,0,11,0,0,0,Oxidation (M),77628,Polyribonucleotide nucleotidyltransferase OS=Leptolyngbya sp. OX=47254 GN=pnp PE=3 SV=1
880,216772,tr|A0A6L9XTJ6|A0A6L9XTJ6_9MICO,180.78,10,0,8,1,7,5,9,9,0,0,0,0,0,0,0,,2.3911E2,,5.1011E2,,1.6952E3,3.2284E2,,,,,,,,7,2,0,5,2,6,5,12,7,0,0,0,0,0,0,0,,100843,Phosphoesterase OS=Diaminobutyricibacter tongyongensis OX=1268043 GN=G3T36_01800 PE=4 SV=1
280,219643,tr|A0A2G4F282|A0A2G4F282_9CYAN,179.50,44,0,0,0,0,0,0,0,0,44,20,39,20,0,0,,,,,,,,,2.5329E5,5.1825E3,7.6445E2,2.396E2,,,6,4,0,0,0,0,0,0,0,0,74,21,15,6,0,0,Carboxymethyl; Deamidation (NQ); Oxidation (M),19327,Bleomycin hydrolase OS=Tychonema bourrellyi FEM_GT703 OX=2040638 GN=CP500_008440 PE=3 SV=1
281,216804,tr|A0A2W7ANT1|A0A2W7ANT1_9CYAN,178.83,79,0,0,0,0,0,0,0,30,79,21,62,21,0,0,,,,,,,,2.5435E3,9.4234E4,,1.1466E5,,,,10,6,0,0,0,0,0,0,0,13,55,13,30,4,0,0,Deamidation (NQ); Oxidation (M),17261,Allophycocyanin subunit beta OS=Leptolyngbya sp. OX=47254 GN=apcB PE=3 SV=1
674,215958,tr|A0A2T1D6A6|A0A2T1D6A6_9CYAN,178.80,16,0,3,9,8,0,3,1,0,5,0,3,0,0,0,,1.1731E3,4.1328E3,5.8847E2,,,,,1.1182E3,,6.2199E2,,,,13,2,0,8,10,11,0,6,2,0,4,0,6,0,0,0,,126434,Phycobiliprotein ApcE OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_22910 PE=3 SV=1
122,215894,tr|A0A2T1DNN0|A0A2T1DNN0_9CYAN,178.61,39,0,18,25,18,0,14,12,3,21,10,20,10,0,0,,5.1106E3,5.3063E3,1.3746E4,,8.6167E2,8.5317E2,,,,,,,,13,2,0,13,15,29,0,13,11,4,39,11,36,18,0,0,Deamidation (NQ); Oxidation (M),52051,ATP synthase subunit beta OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=atpD PE=3 SV=1
264,216053,tr|A0A346QR77|A0A346QR77_PROCL,178.01,44,3,0,15,7,7,12,15,0,27,0,41,18,0,0,,,,,,,,,4.4049E3,,2.6671E4,2.6701E1,,,12,3,1,0,8,3,2,7,12,0,30,0,42,16,0,0,Oxidation (M),41840,Cytoplasmic actin 1 (Fragment) OS=Procambarus clarkii OX=6728 GN=Actb PE=2 SV=1
517,215892,tr|A0A2T1DJS0|A0A2T1DJS0_9CYAN,177.64,13,0,8,8,11,0,4,5,2,1,0,1,0,0,0,,5.7725E3,1.3928E4,1.2666E4,,2.8356E3,2.8995E3,6.2441E2,,,,,,,10,9,0,7,15,12,0,7,5,10,2,0,1,0,0,0,Oxidation (M),117297,Uncharacterized protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_06645 PE=4 SV=1
335,216062,tr|A0A2T1DMN4|A0A2T1DMN4_9CYAN,176.44,22,0,15,15,17,0,14,17,8,20,3,15,0,0,0,,8.247E3,1.0313E4,1.7294E4,,1.4772E4,7.2746E3,9.7062E2,4.9658E3,,3.2346E3,,,,10,5,0,12,12,16,0,17,13,3,15,1,9,0,0,0,,54367,ATP synthase subunit alpha OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=atpA PE=3 SV=1
262,216310,tr|A0A2T1D8J6|A0A2T1D8J6_9CYAN,176.42,16,0,11,12,13,0,9,11,0,3,0,4,0,0,0,,1.0246E5,7.8113E4,1.4165E5,,1.0929E4,1.7364E4,,7.5696E2,,2.2001E3,,,,10,9,0,26,16,43,0,12,20,0,3,0,3,0,0,0,,77069,AMIN domain-containing protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_20405 PE=3 SV=1
249,216578,tr|A0A2T1DCE2|A0A2T1DCE2_9CYAN,175.64,17,2,12,15,15,2,10,12,2,5,2,7,2,0,0,,2.209E4,3.9847E4,3.6806E4,,1.0232E4,1.1113E4,,,,2.1256E3,,,,9,6,5,16,23,30,1,15,18,1,2,2,10,2,0,0,Deamidation (NQ); Oxidation (M),62891,Porin OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_16480 PE=3 SV=1
493,216247,tr|A0A2T1F559|A0A2T1F559_9CYAN,175.39,17,0,9,13,7,0,3,3,0,0,0,1,0,0,0,,4.3864E3,3.3325E4,1.4865E3,,1.8251E3,,,,,,,,,10,3,0,16,37,4,0,2,2,0,0,0,1,0,0,0,Deamidation (NQ); Oxidation (M),91134,Probable phosphoketolase OS=filamentous cyanobacterium Phorm 46 OX=2107705 GN=C7B69_00155 PE=3 SV=1
822,215916,tr|A0A2T1D977|A0A2T1D977_9CYAN,174.61,13,0,8,9,10,0,1,1,0,0,0,0,0,0,0,,5.6593E3,1.0061E4,1.4604E4,,3.2723E2,5.5125E2,,,,,,,,10,10,0,11,9,17,0,1,1,0,0,0,0,0,0,0,Deamidation (NQ),130105,Uncharacterized protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_19820 PE=4 SV=1
323,215825,tr|A0A2W6ZT46|A0A2W6ZT46_9CYAN,173.09,40,0,2,9,9,0,5,6,3,32,6,20,3,0,0,,,,,,,,,8.6542E3,,4.8356E3,,,,12,5,0,1,3,7,0,5,3,4,39,9,23,5,0,0,Oxidation (M),52284,ATP synthase subunit beta OS=Leptolyngbya sp. OX=47254 GN=atpD PE=3 SV=1
179,216729,tr|A0A2T1DM89|A0A2T1DM89_9CYAN,172.76,14,2,9,9,9,2,9,7,5,10,2,10,5,0,0,,1.0664E4,8.298E4,1.8894E4,,1.5388E4,9.4987E3,3.2276E3,2.095E4,,8.958E3,8.7678E1,,,7,5,5,14,26,21,1,13,13,21,21,2,16,4,0,0,Deamidation (NQ); Oxidation (M),62170,SLH domain-containing protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_02800 PE=3 SV=1
835,217299,tr|A0A7G6Z4Y4|A0A7G6Z4Y4_9MICO,172.50,26,0,18,0,12,11,18,20,0,0,0,0,0,0,0,,1.1203E3,,3.5673E3,,5.2607E3,1.2952E4,,,,,,,,6,2,0,7,0,4,7,7,14,0,0,0,0,0,0,0,,36567,Sugar ABC transporter substrate-binding protein OS=Glaciihabitans sp. INWT7 OX=2596912 GN=F1C58_01980 PE=4 SV=1
519,216658,tr|A0A1Z4SCH9|A0A1Z4SCH9_9NOSO,172.34,17,0,5,8,4,0,5,7,2,13,8,12,0,0,0,,,,,,,,,5.0751E2,,5.1061E3,,,,10,3,0,7,12,5,0,5,5,1,8,2,14,0,0,0,Oxidation (M),67740,Chaperone protein DnaK OS=Nostoc sp. NIES-4103 OX=2005458 GN=dnaK PE=2 SV=1
1447,215908,tr|A0A2W7BHQ9|A0A2W7BHQ9_9CYAN,171.59,13,0,1,4,0,0,0,0,0,9,1,2,0,0,0,,,,,,,,,2.9432E3,,,,,,11,2,0,1,5,0,0,0,0,0,13,1,2,0,0,0,Oxidation (M),123203,DNA-directed RNA polymerase subunit beta OS=Leptolyngbya sp. OX=47254 GN=rpoB PE=3 SV=1
244,216873,tr|A0A2T1E7R4|A0A2T1E7R4_9CYAN,171.07,16,2,2,2,2,2,2,2,2,13,14,7,2,0,0,,,,,,,,,1.1188E4,9.664E3,1.4324E3,,,,6,4,5,9,8,12,1,8,7,1,14,52,8,2,0,0,Deamidation (NQ),71125,Porin OS=filamentous cyanobacterium Phorm 46 OX=2107705 GN=C7B69_09895 PE=3 SV=1
244,216874,tr|A0A2T1FNZ0|A0A2T1FNZ0_9CYAN,171.07,16,2,2,2,2,2,2,2,2,13,14,7,2,0,0,,,,,,,,,1.1188E4,9.664E3,1.4324E3,,,,6,4,5,9,8,12,1,8,7,1,14,52,8,2,0,0,Deamidation (NQ),71125,Porin OS=filamentous cyanobacterium Phorm 6 OX=2107706 GN=C7B67_19935 PE=3 SV=1
1085,215919,tr|A0A2W7AT93|A0A2W7AT93_9CYAN,171.06,13,0,0,4,1,0,0,0,0,10,0,3,0,0,0,,,,,,,,,3.4977E3,,5.6284E2,,,,12,5,0,0,7,2,0,0,0,0,15,0,6,0,0,0,Oxidation (M),146793,DNA-directed RNA polymerase subunit beta' OS=Leptolyngbya sp. OX=47254 GN=rpoC2 PE=3 SV=1
932,215924,tr|A0A2T1G5U9|A0A2T1G5U9_9CYAN,169.31,42,0,0,0,0,0,0,0,0,33,29,0,0,0,0,,,,,,,,,3.3126E4,7.8339E3,,,,,9,9,0,0,0,0,0,0,0,0,11,24,0,0,0,0,Oxidation (M),28813,Phycobilisome rod-core linker polypeptide CpcG OS=filamentous cyanobacterium Phorm 6 OX=2107706 GN=C7B67_06770 PE=3 SV=1
932,215925,tr|A0A2T1EVW3|A0A2T1EVW3_9CYAN,169.31,42,0,0,0,0,0,0,0,0,33,29,0,0,0,0,,,,,,,,,3.3126E4,7.8339E3,,,,,9,9,0,0,0,0,0,0,0,0,11,24,0,0,0,0,Oxidation (M),28813,Phycobilisome rod-core linker polypeptide CpcG OS=filamentous cyanobacterium Phorm 46 OX=2107705 GN=C7B69_04120 PE=3 SV=1
85,220262,tr|A0A0P4UKM5|A0A0P4UKM5_9CYAN,169.10,37,0,33,33,37,21,33,33,21,21,10,24,21,0,0,,2.8239E4,3.0253E4,8.0322E4,2.1935E4,5.9668E4,4.813E4,1.5547E3,8.2321E4,,1.442E5,2.1177E2,,,5,2,0,18,22,41,13,31,27,18,20,5,26,8,0,0,Carboxymethyl; Deamidation (NQ),18036,Phycocyanin beta chain OS=Leptolyngbya sp. NIES-2104 OX=1552121 GN=NIES2104_19250 PE=3 SV=1
522,216059,tr|A0A2W5XGX1|A0A2W5XGX1_9BACT,168.88,25,0,6,20,11,3,7,18,0,0,0,2,0,0,0,,,5.5122E3,7.8526E2,,1.2532E3,3.4402E3,,,,,,,,10,4,0,7,23,5,1,4,18,0,0,0,1,0,0,0,Oxidation (M),59361,60 kDa chaperonin OS=Candidatus Eremiobacteraeota bacterium OX=2052317 GN=groL PE=3 SV=1
1275,216743,tr|A0A1I6A7Q2|A0A1I6A7Q2_9BACT,168.09,11,0,1,0,1,6,5,9,0,0,0,0,0,0,0,,,,,8.8448E2,2.3199E2,1.402E3,,,,,,,,8,3,0,1,0,2,6,6,11,0,0,0,0,0,0,0,Deamidation (NQ),114539,TonB-linked outer membrane protein  SusC/RagA family OS=Siccationidurans arizonensis OX=1227077 GN=SAMN04515668_3395 PE=3 SV=1
828,218690,tr|A0A0S3UE72|A0A0S3UE72_9CYAN,167.89,28,0,28,22,22,0,16,0,0,0,0,6,0,0,0,,7.282E3,1.7012E4,1.3007E4,,2.9306E3,,,,,1.5491E3,,,,7,7,0,11,10,11,0,6,0,0,0,0,1,0,0,0,Deamidation (NQ),40290,ABC transporter solute-binding protein OS=Leptolyngbya sp. NIES-3755 OX=1752064 GN=LEP3755_63070 PE=3 SV=1
1024,217049,tr|K9VVF0|K9VVF0_9CYAN,167.35,27,0,0,4,0,0,0,0,0,27,0,27,0,0,0,,,4.4006E2,,,,,,2.5374E4,,9.4237E3,,,,9,6,0,0,2,0,0,0,0,0,17,0,13,0,0,0,,38570,Fructose-1 6-bisphosphate aldolase OS=Crinalium epipsammum PCC 9333 OX=1173022 GN=Cri9333_1042 PE=3 SV=1
1721,216536,tr|A0A7G8W1B0|A0A7G8W1B0_9BURK,167.26,10,0,0,0,0,1,1,10,0,0,0,0,0,0,0,,,,,7.9578E2,9.9989E1,7.9388E3,,,,,,,,8,8,0,0,0,0,1,1,16,0,0,0,0,0,0,0,,134459,Autotransporter outer membrane beta-barrel domain-containing protein OS=Variovorax sp. PAMC28562 OX=2762323 GN=H7F36_02560 PE=4 SV=1
811,217790,tr|K9W3R6|K9W3R6_9CYAN,165.46,61,0,0,0,0,0,0,0,0,61,0,54,0,0,0,,,,,,,,,5.1275E4,,1.6611E4,,,,10,9,0,0,0,0,0,0,0,0,23,0,17,0,0,0,Deamidation (NQ),15590,Alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergen OS=Crinalium epipsammum PCC 9333 OX=1173022 GN=Cri9333_4046 PE=4 SV=1
550,216056,tr|K9UMB4|K9UMB4_CHAP6,165.23,24,0,2,4,4,0,4,2,4,13,0,20,4,0,0,,,,,,,,1.3672E2,7.3883E2,,3.4026E3,,,,10,2,0,1,5,4,0,2,2,2,12,0,26,2,0,0,Oxidation (M),58301,60 kDa chaperonin OS=Chamaesiphon minutus (strain ATCC 27169 / PCC 6605) OX=1173020 GN=groL PE=3 SV=1
678,217212,tr|A0A2T1DDD3|A0A2T1DDD3_9CYAN,165.05,49,0,10,38,29,0,12,19,0,16,0,16,0,0,0,,2.6417E3,4.3764E4,1.0829E4,,5.4934E3,8.2828E3,,9.9841E2,,2.5668E3,,,,8,7,0,3,19,11,0,4,5,0,3,0,2,0,0,0,Oxidation (M),22224,Superoxide dismutase OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_15395 PE=3 SV=1
504,216289,tr|K9VXY4|K9VXY4_9CYAN,164.05,25,0,5,5,5,0,2,5,0,25,5,15,0,0,0,,,,,,,,,1.7618E4,,3.4279E3,,,,10,4,0,3,4,3,0,1,5,0,23,11,11,0,0,0,Oxidation (M),54753,ATP synthase subunit alpha OS=Crinalium epipsammum PCC 9333 OX=1173022 GN=atpA PE=3 SV=1
539,217647,tr|A0A2T1F423|A0A2T1F423_9CYAN,163.41,30,0,0,0,0,0,0,0,0,24,18,8,0,0,0,,,,,,,,,4.0759E4,6.9831E3,3.1938E4,,,,7,7,0,0,0,0,0,0,0,0,13,38,6,0,0,0,Oxidation (M),35019,Red carotenoid-binding protein OS=filamentous cyanobacterium Phorm 46 OX=2107705 GN=C7B69_01700 PE=3 SV=1
539,217648,tr|A0A2T1G242|A0A2T1G242_9CYAN,163.41,30,0,0,0,0,0,0,0,0,24,18,7,0,0,0,,,,,,,,,4.0759E4,6.9831E3,3.1938E4,,,,7,7,0,0,0,0,0,0,0,0,13,38,6,0,0,0,Oxidation (M),35309,Red carotenoid-binding protein OS=filamentous cyanobacterium Phorm 6 OX=2107706 GN=C7B67_11400 PE=3 SV=1
513,220060,tr|A0A2W7B830|A0A2W7B830_9CYAN,163.40,66,0,0,0,0,12,12,12,12,66,12,66,12,0,0,,,,,,,,,1.5241E4,,9.9201E3,,,,6,2,0,0,0,0,3,2,2,6,21,5,19,2,0,0,,10930,10 kDa chaperonin OS=Leptolyngbya sp. OX=47254 GN=groS PE=3 SV=1
191,217592,tr|A0A2T1GIM2|A0A2T1GIM2_9CYAN,163.29,56,0,0,0,0,0,0,0,38,56,19,38,37,0,0,,,,,,,,1.1452E3,5.922E4,2.4157E2,1.2439E5,4.6055E3,,,7,2,0,0,0,0,0,0,0,24,59,6,45,15,0,0,Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M),17242,Allophycocyanin subunit beta OS=Chamaesiphon polymorphus CCALA 037 OX=2107692 GN=apcB PE=3 SV=1
191,217593,tr|K9UK33|K9UK33_CHAP6,163.29,56,0,0,0,0,0,0,0,38,56,19,38,37,0,0,,,,,,,,1.1452E3,5.922E4,2.4157E2,1.2439E5,4.6055E3,,,7,2,0,0,0,0,0,0,0,24,59,6,45,15,0,0,Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M),17242,Allophycocyanin beta subunit apoprotein OS=Chamaesiphon minutus (strain ATCC 27169 / PCC 6605) OX=1173020 GN=Cha6605_3805 PE=3 SV=1
1260,216580,tr|A0A2E0L0L3|A0A2E0L0L3_9CHLR,162.56,18,0,10,14,0,2,0,2,0,3,0,3,0,0,0,,7.3331E2,2.3755E3,,,,,,,,,,,,9,2,0,3,17,0,2,0,1,0,2,0,1,0,0,0,Deamidation (NQ),57893,60 kDa chaperonin OS=Anaerolineaceae bacterium OX=2024896 GN=groL PE=3 SV=1
387,223232,tr|A0A2Z3GQB7|A0A2Z3GQB7_9BACT,162.35,14,0,14,4,14,14,14,14,0,0,0,0,0,0,0,,5.2008E3,6.7326E2,7.8727E3,3.5024E4,4.0769E4,2.1622E4,,,,,,,,3,3,0,5,1,7,44,15,11,0,0,0,0,0,0,0,Deamidation (NQ),35214,Uncharacterized protein OS=Hymenobacter nivis OX=1850093 GN=DDQ68_14520 PE=4 SV=1
595,220726,tr|A0A2T1DIU0|A0A2T1DIU0_9CYAN,162.34,35,0,35,28,23,0,26,23,0,0,0,0,0,0,0,,2.0445E4,5.4674E3,2.2056E4,,1.1659E4,4.1705E3,,,,,,,,5,5,0,17,7,15,0,10,4,0,0,0,0,0,0,0,Deamidation (NQ),21228,Uncharacterized protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_07875 PE=4 SV=1
712,216123,tr|A0A2W7AZ37|A0A2W7AZ37_9CYAN,162.17,21,0,2,7,4,0,4,2,2,14,0,21,0,0,0,,,,,,,,,1.0045E4,,1.1845E4,,,,10,4,0,1,7,4,0,2,2,1,12,0,16,0,0,0,,58937,60 kDa chaperonin OS=Leptolyngbya sp. OX=47254 GN=groL PE=3 SV=1
919,216641,tr|A0A2T1D8Q9|A0A2T1D8Q9_9CYAN,161.96,13,0,9,4,12,0,5,4,0,0,0,0,0,0,0,,1.2321E4,5.8444E3,1.9746E4,,1.0371E4,1.3626E3,,,,,,,,6,6,0,9,4,13,0,7,2,0,0,0,0,0,0,0,Oxidation (M),78498,DUF1565 domain-containing protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_20390 PE=4 SV=1
320,222998,tr|A0A1U7HV10|A0A1U7HV10_9CHRO,161.07,41,0,0,0,0,0,0,0,11,24,0,38,11,0,0,,,,,,,,,3.8932E4,,1.0717E5,,,,6,2,0,0,0,0,0,0,0,19,42,0,38,4,0,0,Carboxymethyl; Deamidation (NQ); Oxidation (M),18448,Phycocyanin subunit beta OS=Chroogloeocystis siderophila 5.2 s.c.1 OX=247279 GN=NIES1031_09065 PE=3 SV=1
320,224069,tr|K9XKJ2|K9XKJ2_9CHRO,161.07,41,0,0,0,0,0,0,0,11,24,0,38,11,0,0,,,,,,,,,3.8932E4,,1.0717E5,,,,6,2,0,0,0,0,0,0,0,19,42,0,38,4,0,0,Carboxymethyl; Deamidation (NQ); Oxidation (M),18402,Phycocyanin  beta subunit OS=Gloeocapsa sp. PCC 7428 OX=1173026 GN=Glo7428_4607 PE=3 SV=1
320,224070,tr|A0A6N8FSK3|A0A6N8FSK3_9CHRO,161.07,41,0,0,0,0,0,0,0,11,24,0,38,11,0,0,,,,,,,,,3.8932E4,,1.0717E5,,,,6,2,0,0,0,0,0,0,0,19,42,0,38,4,0,0,Carboxymethyl; Deamidation (NQ); Oxidation (M),18406,Phycocyanin subunit beta OS=Gloeocapsopsis sp. AAB1 = 1H9 OX=1433147 GN=BWI75_06845 PE=3 SV=1
665,217408,tr|A0A5C8UMK8|A0A5C8UMK8_9MICO,161.02,10,0,4,3,5,5,7,6,0,0,0,0,0,0,0,,8.987E3,1.0998E3,9.4436E3,7.0391E2,2.5659E4,8.2E3,,,,,,,,6,4,0,7,4,9,5,12,11,0,0,0,0,0,0,0,Deamidation (NQ),101587,Phosphoesterase OS=Lacisediminihabitans profunda OX=2594790 GN=FVP33_13275 PE=4 SV=1
340,220076,tr|A0A2T1D2X3|A0A2T1D2X3_9CYAN,160.87,81,0,81,69,81,0,69,29,12,27,0,28,12,0,0,,2.5856E4,1.7004E4,4.5623E4,,4.1555E4,2.3085E4,2.9987E3,6.8965E2,,1.7435E3,2.1883E2,,,6,5,0,21,14,23,0,12,9,1,5,0,7,3,0,0,Deamidation (NQ); Oxidation (M),10727,RNA-binding protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_25800 PE=4 SV=1
874,216259,tr|A0A2W7AHE0|A0A2W7AHE0_9CYAN,160.75,33,0,3,12,7,0,3,0,3,17,0,21,4,0,0,,,,,,,,,7.4401E2,,3.1995E3,,,,11,3,0,1,6,3,0,2,0,9,8,0,7,1,0,0,Oxidation (M),45117,Elongation factor Tu OS=Leptolyngbya sp. OX=47254 GN=tuf PE=3 SV=1
520,216445,tr|A0A4Q3IYK0|A0A4Q3IYK0_9DELT,160.55,27,0,4,10,4,4,4,24,0,3,0,6,0,0,0,,,2.2873E3,,,,4.7374E3,,,,,,,,11,2,0,6,11,5,1,1,30,0,2,0,3,0,0,0,Oxidation (M),57875,60 kDa chaperonin OS=Myxococcales bacterium OX=2026763 GN=groL PE=3 SV=1
1198,216220,tr|A0A3M7PQY2|A0A3M7PQY2_BRAPC,160.40,32,0,0,0,0,0,0,0,0,23,0,28,0,0,0,,,,,,,,,3.9716E3,,1.2904E4,,,,11,7,0,0,0,0,0,0,0,0,14,0,13,0,0,0,Oxidation (M),49567,Tubulin beta chain OS=Brachionus plicatilis OX=10195 GN=BpHYR1_002419 PE=3 SV=1
1198,216236,tr|A0A2G8KRV2|A0A2G8KRV2_STIJA,160.40,32,0,0,0,0,0,0,0,0,23,0,28,0,0,0,,,,,,,,,3.9716E3,,1.2904E4,,,,11,7,0,0,0,0,0,0,0,0,14,0,13,0,0,0,Oxidation (M),49976,Tubulin beta chain OS=Stichopus japonicus OX=307972 GN=BSL78_12375 PE=3 SV=1
1198,216346,tr|A7S8I3|A7S8I3_NEMVE,160.40,32,0,0,0,0,0,0,0,0,23,0,28,0,0,0,,,,,,,,,3.9716E3,,1.2904E4,,,,11,7,0,0,0,0,0,0,0,0,14,0,13,0,0,0,Oxidation (M),49940,Tubulin beta chain OS=Nematostella vectensis OX=45351 GN=v1g167737 PE=3 SV=1
1323,217863,tr|K9W094|K9W094_9CYAN,160.02,27,0,0,4,0,0,0,0,0,27,0,12,0,0,0,,,,,,,,,3.3434E3,,1.5735E3,,,,7,3,0,0,3,0,0,0,0,0,16,0,6,0,0,0,Deamidation (NQ); Oxidation (M),39620,Glyceraldehyde-3-phosphate dehydrogenase OS=Crinalium epipsammum PCC 9333 OX=1173022 GN=Cri9333_2336 PE=3 SV=1
784,216711,tr|A0A2T1D784|A0A2T1D784_9CYAN,159.76,19,0,5,8,8,0,0,3,3,14,0,14,0,0,0,,1.845E3,4.9832E3,4.6805E3,,,,,6.1594E3,,1.5529E3,,,,7,5,0,4,4,4,0,0,1,1,14,0,13,0,0,0,Oxidation (M),49430,Bicarbonate-binding protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_21905 PE=3 SV=1
1512,216064,tr|A0A2W7BFY6|A0A2W7BFY6_9CYAN,159.73,11,0,0,3,1,0,0,0,0,7,0,2,0,0,0,,,,,,,,,2.1855E3,,,,,,10,2,0,0,6,4,0,0,0,0,7,0,4,0,0,0,,125030,Phycobiliprotein ApcE OS=Leptolyngbya sp. OX=47254 GN=DCF22_03035 PE=3 SV=1
585,216724,tr|A0A5Q4HBV4|A0A5Q4HBV4_9CYAN,159.41,24,0,0,0,0,0,3,8,0,11,6,22,6,0,0,,,,,,,,,,,2.2135E2,,,,9,2,0,0,0,0,0,1,10,0,11,2,24,6,0,0,Carboxymethyl; Deamidation (NQ); Oxidation (M),52265,ATP synthase subunit beta OS=Arthrospira sp. PLM2.Bin9 OX=2599626 GN=atpD PE=3 SV=1
563,216517,tr|A0A4Q5QII1|A0A4Q5QII1_9PROT,159.29,33,0,15,29,23,3,0,22,3,3,3,3,0,0,0,,,1.4087E3,1.5649E3,,,,,,,,,,,10,2,0,5,13,12,3,0,12,5,2,2,1,0,0,0,Oxidation (M),42206,60 kDa chaperonin (Fragment) OS=Alphaproteobacteria bacterium OX=1913988 GN=groL PE=3 SV=1
1057,217470,tr|A0A7G6Z4W2|A0A7G6Z4W2_9MICO,159.19,21,0,3,0,10,17,21,10,0,0,0,0,0,0,0,,1.2893E3,,2.125E3,4.7181E2,1.1503E4,1.277E4,,,,,,,,5,3,0,1,0,4,7,11,8,0,0,0,0,0,0,0,Deamidation (NQ); Oxidation (M),38264,Sugar ABC transporter substrate-binding protein OS=Glaciihabitans sp. INWT7 OX=2596912 GN=F1C58_01855 PE=4 SV=1
1654,216410,tr|A0A2T1DK33|A0A2T1DK33_9CYAN,159.10,26,0,0,19,6,0,0,0,0,6,2,4,0,0,0,,,6.6944E3,5.4235E2,,,,,1.3697E3,,1.0371E3,,,,10,8,0,0,11,2,0,0,0,0,3,1,2,0,0,0,,56314,D-3-phosphoglycerate dehydrogenase OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_05230 PE=3 SV=1
1289,215951,tr|A0A2W7AQJ2|A0A2W7AQJ2_9CYAN,158.82,10,0,0,0,0,0,0,0,1,10,0,5,0,0,0,,,,,,,,4.522E2,1.6657E4,,2.2017E3,,,,8,6,0,0,0,0,0,0,0,1,17,0,7,0,0,0,Oxidation (M),116192,Uncharacterized protein OS=Leptolyngbya sp. OX=47254 GN=DCF22_02745 PE=4 SV=1
1177,216470,tr|A0A2W7B6P4|A0A2W7B6P4_9CYAN,157.77,20,0,3,3,3,0,0,3,0,20,3,10,0,0,0,,,,,,,,,1.1371E4,,2.0642E3,,,,8,4,0,1,2,1,0,0,2,0,13,1,7,0,0,0,,54054,ATP synthase subunit alpha OS=Leptolyngbya sp. OX=47254 GN=atpA PE=3 SV=1
16,217245,tr|A0A2T1DFX5|A0A2T1DFX5_9CYAN,156.88,12,10,12,12,12,4,7,7,4,7,4,7,4,0,2,7.3744E3,2.5706E5,9.2652E5,6.5485E5,9.2742E3,1.9117E4,1.1781E5,5.2214E2,4.7771E3,7.7225E3,7.6643E3,5.0775E3,,8.3615E1,4,2,20,75,89,83,7,22,55,3,8,8,13,11,0,1,Deamidation (NQ),68093,SLH domain-containing protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_10825 PE=3 SV=1
634,216486,tr|A0A2T1DAM9|A0A2T1DAM9_9CYAN,156.35,26,0,7,16,17,0,8,8,3,9,3,13,0,0,0,,,4.5654E3,6.004E2,,,,,,,,,,,7,2,0,2,13,10,0,2,4,5,5,2,7,0,0,0,Oxidation (M),47472,Urea ABC transporter substrate-binding protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=urtA PE=4 SV=1
