"","Protein.Group","Accession","Description","probe_name","n_spec","codes"
"139",742,"tr|A0A4R8WTW5|A0A4R8WTW5_9MICO","Fn3_like domain-containing protein OS=Cryobacterium sp. MDB2-A-2 OX=1259182 GN=E3O35_02090 PE=3 SV=1","K1",0,1259182
"140",742,"tr|A0A4R8WTW5|A0A4R8WTW5_9MICO","Fn3_like domain-containing protein OS=Cryobacterium sp. MDB2-A-2 OX=1259182 GN=E3O35_02090 PE=3 SV=1","K2",0,1259182
"141",742,"tr|A0A4R8WTW5|A0A4R8WTW5_9MICO","Fn3_like domain-containing protein OS=Cryobacterium sp. MDB2-A-2 OX=1259182 GN=E3O35_02090 PE=3 SV=1","K3",0,1259182
"142",742,"tr|A0A4R8WTW5|A0A4R8WTW5_9MICO","Fn3_like domain-containing protein OS=Cryobacterium sp. MDB2-A-2 OX=1259182 GN=E3O35_02090 PE=3 SV=1","K4",0,1259182
"143",742,"tr|A0A4R8WTW5|A0A4R8WTW5_9MICO","Fn3_like domain-containing protein OS=Cryobacterium sp. MDB2-A-2 OX=1259182 GN=E3O35_02090 PE=3 SV=1","K5",0,1259182
"144",18,"tr|A0A2T1DKV9|A0A2T1DKV9_9CYAN","Phycocyanin subunit beta OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_04085 PE=3 SV=1","B1",31,1920490
"145",18,"tr|A0A2T1DKV9|A0A2T1DKV9_9CYAN","Phycocyanin subunit beta OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_04085 PE=3 SV=1","B2",52,1920490
"146",18,"tr|A0A2T1DKV9|A0A2T1DKV9_9CYAN","Phycocyanin subunit beta OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_04085 PE=3 SV=1","B3",71,1920490
"147",18,"tr|A0A2T1DKV9|A0A2T1DKV9_9CYAN","Phycocyanin subunit beta OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_04085 PE=3 SV=1","B4",11,1920490
"148",18,"tr|A0A2T1DKV9|A0A2T1DKV9_9CYAN","Phycocyanin subunit beta OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_04085 PE=3 SV=1","B5",42,1920490
"149",18,"tr|A0A2T1DKV9|A0A2T1DKV9_9CYAN","Phycocyanin subunit beta OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_04085 PE=3 SV=1","B6",38,1920490
"150",18,"tr|A0A2T1DKV9|A0A2T1DKV9_9CYAN","Phycocyanin subunit beta OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_04085 PE=3 SV=1","K1",39,1920490
"151",18,"tr|A0A2T1DKV9|A0A2T1DKV9_9CYAN","Phycocyanin subunit beta OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_04085 PE=3 SV=1","K2",48,1920490
"152",18,"tr|A0A2T1DKV9|A0A2T1DKV9_9CYAN","Phycocyanin subunit beta OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_04085 PE=3 SV=1","K3",5,1920490
"153",18,"tr|A0A2T1DKV9|A0A2T1DKV9_9CYAN","Phycocyanin subunit beta OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_04085 PE=3 SV=1","K4",25,1920490
"154",18,"tr|A0A2T1DKV9|A0A2T1DKV9_9CYAN","Phycocyanin subunit beta OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_04085 PE=3 SV=1","K5",15,1920490
"155",82,"tr|A0A2T1DLH9|A0A2T1DLH9_9CYAN","Phosphate-binding protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=pstS PE=3 SV=1","B1",53,1920490
"156",82,"tr|A0A2T1DLH9|A0A2T1DLH9_9CYAN","Phosphate-binding protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=pstS PE=3 SV=1","B2",46,1920490
"157",82,"tr|A0A2T1DLH9|A0A2T1DLH9_9CYAN","Phosphate-binding protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=pstS PE=3 SV=1","B3",67,1920490
"158",82,"tr|A0A2T1DLH9|A0A2T1DLH9_9CYAN","Phosphate-binding protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=pstS PE=3 SV=1","B4",1,1920490
"159",82,"tr|A0A2T1DLH9|A0A2T1DLH9_9CYAN","Phosphate-binding protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=pstS PE=3 SV=1","B5",39,1920490
"160",82,"tr|A0A2T1DLH9|A0A2T1DLH9_9CYAN","Phosphate-binding protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=pstS PE=3 SV=1","B6",26,1920490
"161",82,"tr|A0A2T1DLH9|A0A2T1DLH9_9CYAN","Phosphate-binding protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=pstS PE=3 SV=1","K1",0,1920490
"162",82,"tr|A0A2T1DLH9|A0A2T1DLH9_9CYAN","Phosphate-binding protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=pstS PE=3 SV=1","K2",0,1920490
"163",82,"tr|A0A2T1DLH9|A0A2T1DLH9_9CYAN","Phosphate-binding protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=pstS PE=3 SV=1","K3",0,1920490
"164",82,"tr|A0A2T1DLH9|A0A2T1DLH9_9CYAN","Phosphate-binding protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=pstS PE=3 SV=1","K4",0,1920490
"165",82,"tr|A0A2T1DLH9|A0A2T1DLH9_9CYAN","Phosphate-binding protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=pstS PE=3 SV=1","K5",0,1920490
"166",6,"tr|A0A2T1DGA8|A0A2T1DGA8_9CYAN","Fasciclin domain-containing protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_11485 PE=4 SV=1","B1",66,1920490
"167",6,"tr|A0A2T1DGA8|A0A2T1DGA8_9CYAN","Fasciclin domain-containing protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_11485 PE=4 SV=1","B2",68,1920490
"168",6,"tr|A0A2T1DGA8|A0A2T1DGA8_9CYAN","Fasciclin domain-containing protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_11485 PE=4 SV=1","B3",72,1920490
"169",6,"tr|A0A2T1DGA8|A0A2T1DGA8_9CYAN","Fasciclin domain-containing protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_11485 PE=4 SV=1","B4",19,1920490
"170",6,"tr|A0A2T1DGA8|A0A2T1DGA8_9CYAN","Fasciclin domain-containing protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_11485 PE=4 SV=1","B5",45,1920490
"171",6,"tr|A0A2T1DGA8|A0A2T1DGA8_9CYAN","Fasciclin domain-containing protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_11485 PE=4 SV=1","B6",36,1920490
"172",6,"tr|A0A2T1DGA8|A0A2T1DGA8_9CYAN","Fasciclin domain-containing protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_11485 PE=4 SV=1","K1",10,1920490
"173",6,"tr|A0A2T1DGA8|A0A2T1DGA8_9CYAN","Fasciclin domain-containing protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_11485 PE=4 SV=1","K2",38,1920490
"174",6,"tr|A0A2T1DGA8|A0A2T1DGA8_9CYAN","Fasciclin domain-containing protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_11485 PE=4 SV=1","K3",10,1920490
"175",6,"tr|A0A2T1DGA8|A0A2T1DGA8_9CYAN","Fasciclin domain-containing protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_11485 PE=4 SV=1","K4",39,1920490
"176",6,"tr|A0A2T1DGA8|A0A2T1DGA8_9CYAN","Fasciclin domain-containing protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_11485 PE=4 SV=1","K5",9,1920490
"177",318,"tr|A0A2T1DD61|A0A2T1DD61_9CYAN","Uncharacterized protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_15320 PE=4 SV=1","B1",23,1920490
"178",318,"tr|A0A2T1DD61|A0A2T1DD61_9CYAN","Uncharacterized protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_15320 PE=4 SV=1","B2",25,1920490
"179",318,"tr|A0A2T1DD61|A0A2T1DD61_9CYAN","Uncharacterized protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_15320 PE=4 SV=1","B3",25,1920490
"180",318,"tr|A0A2T1DD61|A0A2T1DD61_9CYAN","Uncharacterized protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_15320 PE=4 SV=1","B4",0,1920490
"181",318,"tr|A0A2T1DD61|A0A2T1DD61_9CYAN","Uncharacterized protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_15320 PE=4 SV=1","B5",16,1920490
"182",318,"tr|A0A2T1DD61|A0A2T1DD61_9CYAN","Uncharacterized protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_15320 PE=4 SV=1","B6",11,1920490
"183",318,"tr|A0A2T1DD61|A0A2T1DD61_9CYAN","Uncharacterized protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_15320 PE=4 SV=1","K1",0,1920490
"184",318,"tr|A0A2T1DD61|A0A2T1DD61_9CYAN","Uncharacterized protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_15320 PE=4 SV=1","K2",2,1920490
"185",318,"tr|A0A2T1DD61|A0A2T1DD61_9CYAN","Uncharacterized protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_15320 PE=4 SV=1","K3",0,1920490
"186",318,"tr|A0A2T1DD61|A0A2T1DD61_9CYAN","Uncharacterized protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_15320 PE=4 SV=1","K4",2,1920490
"187",318,"tr|A0A2T1DD61|A0A2T1DD61_9CYAN","Uncharacterized protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_15320 PE=4 SV=1","K5",0,1920490
"188",1044,"tr|A0A4R8WXY6|A0A4R8WXY6_9MICO","Fn3_like domain-containing protein OS=Cryobacterium sp. MDT1-3 OX=1259184 GN=E3O19_05365 PE=3 SV=1","B1",0,1259184
"189",1044,"tr|A0A4R8WXY6|A0A4R8WXY6_9MICO","Fn3_like domain-containing protein OS=Cryobacterium sp. MDT1-3 OX=1259184 GN=E3O19_05365 PE=3 SV=1","B2",0,1259184
"190",1044,"tr|A0A4R8WXY6|A0A4R8WXY6_9MICO","Fn3_like domain-containing protein OS=Cryobacterium sp. MDT1-3 OX=1259184 GN=E3O19_05365 PE=3 SV=1","B3",0,1259184
"191",1044,"tr|A0A4R8WXY6|A0A4R8WXY6_9MICO","Fn3_like domain-containing protein OS=Cryobacterium sp. MDT1-3 OX=1259184 GN=E3O19_05365 PE=3 SV=1","B4",3,1259184
"192",1044,"tr|A0A4R8WXY6|A0A4R8WXY6_9MICO","Fn3_like domain-containing protein OS=Cryobacterium sp. MDT1-3 OX=1259184 GN=E3O19_05365 PE=3 SV=1","B5",11,1259184
"193",1044,"tr|A0A4R8WXY6|A0A4R8WXY6_9MICO","Fn3_like domain-containing protein OS=Cryobacterium sp. MDT1-3 OX=1259184 GN=E3O19_05365 PE=3 SV=1","B6",17,1259184
"194",1044,"tr|A0A4R8WXY6|A0A4R8WXY6_9MICO","Fn3_like domain-containing protein OS=Cryobacterium sp. MDT1-3 OX=1259184 GN=E3O19_05365 PE=3 SV=1","K1",0,1259184
"195",1044,"tr|A0A4R8WXY6|A0A4R8WXY6_9MICO","Fn3_like domain-containing protein OS=Cryobacterium sp. MDT1-3 OX=1259184 GN=E3O19_05365 PE=3 SV=1","K2",0,1259184
"196",1044,"tr|A0A4R8WXY6|A0A4R8WXY6_9MICO","Fn3_like domain-containing protein OS=Cryobacterium sp. MDT1-3 OX=1259184 GN=E3O19_05365 PE=3 SV=1","K3",0,1259184
"197",1044,"tr|A0A4R8WXY6|A0A4R8WXY6_9MICO","Fn3_like domain-containing protein OS=Cryobacterium sp. MDT1-3 OX=1259184 GN=E3O19_05365 PE=3 SV=1","K4",0,1259184
"198",1044,"tr|A0A4R8WXY6|A0A4R8WXY6_9MICO","Fn3_like domain-containing protein OS=Cryobacterium sp. MDT1-3 OX=1259184 GN=E3O19_05365 PE=3 SV=1","K5",0,1259184
"199",162,"tr|A0A2T1DTX6|A0A2T1DTX6_9CYAN","ATP synthase subunit beta OS=filamentous cyanobacterium Phorm 46 OX=2107705 GN=atpD PE=3 SV=1","B1",1,2107705
"200",162,"tr|A0A2T1DTX6|A0A2T1DTX6_9CYAN","ATP synthase subunit beta OS=filamentous cyanobacterium Phorm 46 OX=2107705 GN=atpD PE=3 SV=1","B2",3,2107705
"201",162,"tr|A0A2T1DTX6|A0A2T1DTX6_9CYAN","ATP synthase subunit beta OS=filamentous cyanobacterium Phorm 46 OX=2107705 GN=atpD PE=3 SV=1","B3",10,2107705
"202",162,"tr|A0A2T1DTX6|A0A2T1DTX6_9CYAN","ATP synthase subunit beta OS=filamentous cyanobacterium Phorm 46 OX=2107705 GN=atpD PE=3 SV=1","B4",0,2107705
"203",162,"tr|A0A2T1DTX6|A0A2T1DTX6_9CYAN","ATP synthase subunit beta OS=filamentous cyanobacterium Phorm 46 OX=2107705 GN=atpD PE=3 SV=1","B5",2,2107705
"204",162,"tr|A0A2T1DTX6|A0A2T1DTX6_9CYAN","ATP synthase subunit beta OS=filamentous cyanobacterium Phorm 46 OX=2107705 GN=atpD PE=3 SV=1","B6",5,2107705
"205",162,"tr|A0A2T1DTX6|A0A2T1DTX6_9CYAN","ATP synthase subunit beta OS=filamentous cyanobacterium Phorm 46 OX=2107705 GN=atpD PE=3 SV=1","K1",4,2107705
"206",162,"tr|A0A2T1DTX6|A0A2T1DTX6_9CYAN","ATP synthase subunit beta OS=filamentous cyanobacterium Phorm 46 OX=2107705 GN=atpD PE=3 SV=1","K2",54,2107705
"207",162,"tr|A0A2T1DTX6|A0A2T1DTX6_9CYAN","ATP synthase subunit beta OS=filamentous cyanobacterium Phorm 46 OX=2107705 GN=atpD PE=3 SV=1","K3",39,2107705
"208",162,"tr|A0A2T1DTX6|A0A2T1DTX6_9CYAN","ATP synthase subunit beta OS=filamentous cyanobacterium Phorm 46 OX=2107705 GN=atpD PE=3 SV=1","K4",31,2107705
"209",162,"tr|A0A2T1DTX6|A0A2T1DTX6_9CYAN","ATP synthase subunit beta OS=filamentous cyanobacterium Phorm 46 OX=2107705 GN=atpD PE=3 SV=1","K5",16,2107705
"210",162,"tr|A0A2T1G0C5|A0A2T1G0C5_9CYAN","ATP synthase subunit beta OS=filamentous cyanobacterium Phorm 6 OX=2107706 GN=atpD PE=3 SV=1","B1",1,2107706
"211",162,"tr|A0A2T1G0C5|A0A2T1G0C5_9CYAN","ATP synthase subunit beta OS=filamentous cyanobacterium Phorm 6 OX=2107706 GN=atpD PE=3 SV=1","B2",3,2107706
"212",162,"tr|A0A2T1G0C5|A0A2T1G0C5_9CYAN","ATP synthase subunit beta OS=filamentous cyanobacterium Phorm 6 OX=2107706 GN=atpD PE=3 SV=1","B3",10,2107706
"213",162,"tr|A0A2T1G0C5|A0A2T1G0C5_9CYAN","ATP synthase subunit beta OS=filamentous cyanobacterium Phorm 6 OX=2107706 GN=atpD PE=3 SV=1","B4",0,2107706
"214",162,"tr|A0A2T1G0C5|A0A2T1G0C5_9CYAN","ATP synthase subunit beta OS=filamentous cyanobacterium Phorm 6 OX=2107706 GN=atpD PE=3 SV=1","B5",2,2107706
"215",162,"tr|A0A2T1G0C5|A0A2T1G0C5_9CYAN","ATP synthase subunit beta OS=filamentous cyanobacterium Phorm 6 OX=2107706 GN=atpD PE=3 SV=1","B6",5,2107706
"216",162,"tr|A0A2T1G0C5|A0A2T1G0C5_9CYAN","ATP synthase subunit beta OS=filamentous cyanobacterium Phorm 6 OX=2107706 GN=atpD PE=3 SV=1","K1",4,2107706
"217",162,"tr|A0A2T1G0C5|A0A2T1G0C5_9CYAN","ATP synthase subunit beta OS=filamentous cyanobacterium Phorm 6 OX=2107706 GN=atpD PE=3 SV=1","K2",54,2107706
"218",162,"tr|A0A2T1G0C5|A0A2T1G0C5_9CYAN","ATP synthase subunit beta OS=filamentous cyanobacterium Phorm 6 OX=2107706 GN=atpD PE=3 SV=1","K3",39,2107706
"219",162,"tr|A0A2T1G0C5|A0A2T1G0C5_9CYAN","ATP synthase subunit beta OS=filamentous cyanobacterium Phorm 6 OX=2107706 GN=atpD PE=3 SV=1","K4",31,2107706
"220",162,"tr|A0A2T1G0C5|A0A2T1G0C5_9CYAN","ATP synthase subunit beta OS=filamentous cyanobacterium Phorm 6 OX=2107706 GN=atpD PE=3 SV=1","K5",16,2107706
"221",116,"tr|A0A2T1DL13|A0A2T1DL13_9CYAN","SLH domain-containing protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_04375 PE=3 SV=1","B1",33,1920490
"222",116,"tr|A0A2T1DL13|A0A2T1DL13_9CYAN","SLH domain-containing protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_04375 PE=3 SV=1","B2",44,1920490
"223",116,"tr|A0A2T1DL13|A0A2T1DL13_9CYAN","SLH domain-containing protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_04375 PE=3 SV=1","B3",48,1920490
"224",116,"tr|A0A2T1DL13|A0A2T1DL13_9CYAN","SLH domain-containing protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_04375 PE=3 SV=1","B4",3,1920490
"225",116,"tr|A0A2T1DL13|A0A2T1DL13_9CYAN","SLH domain-containing protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_04375 PE=3 SV=1","B5",21,1920490
"226",116,"tr|A0A2T1DL13|A0A2T1DL13_9CYAN","SLH domain-containing protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_04375 PE=3 SV=1","B6",24,1920490
"227",116,"tr|A0A2T1DL13|A0A2T1DL13_9CYAN","SLH domain-containing protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_04375 PE=3 SV=1","K1",1,1920490
"228",116,"tr|A0A2T1DL13|A0A2T1DL13_9CYAN","SLH domain-containing protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_04375 PE=3 SV=1","K2",3,1920490
"229",116,"tr|A0A2T1DL13|A0A2T1DL13_9CYAN","SLH domain-containing protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_04375 PE=3 SV=1","K3",4,1920490
"230",116,"tr|A0A2T1DL13|A0A2T1DL13_9CYAN","SLH domain-containing protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_04375 PE=3 SV=1","K4",12,1920490
"231",116,"tr|A0A2T1DL13|A0A2T1DL13_9CYAN","SLH domain-containing protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_04375 PE=3 SV=1","K5",3,1920490
"232",351,"tr|K9VTC0|K9VTC0_9CYAN","ATPase AAA-2 domain protein OS=Crinalium epipsammum PCC 9333 OX=1173022 GN=Cri9333_0177 PE=3 SV=1","B1",2,1173022
"233",351,"tr|K9VTC0|K9VTC0_9CYAN","ATPase AAA-2 domain protein OS=Crinalium epipsammum PCC 9333 OX=1173022 GN=Cri9333_0177 PE=3 SV=1","B2",10,1173022
"234",351,"tr|K9VTC0|K9VTC0_9CYAN","ATPase AAA-2 domain protein OS=Crinalium epipsammum PCC 9333 OX=1173022 GN=Cri9333_0177 PE=3 SV=1","B3",6,1173022
"235",351,"tr|K9VTC0|K9VTC0_9CYAN","ATPase AAA-2 domain protein OS=Crinalium epipsammum PCC 9333 OX=1173022 GN=Cri9333_0177 PE=3 SV=1","B4",0,1173022
"236",351,"tr|K9VTC0|K9VTC0_9CYAN","ATPase AAA-2 domain protein OS=Crinalium epipsammum PCC 9333 OX=1173022 GN=Cri9333_0177 PE=3 SV=1","B5",2,1173022
"237",351,"tr|K9VTC0|K9VTC0_9CYAN","ATPase AAA-2 domain protein OS=Crinalium epipsammum PCC 9333 OX=1173022 GN=Cri9333_0177 PE=3 SV=1","B6",2,1173022
"238",351,"tr|K9VTC0|K9VTC0_9CYAN","ATPase AAA-2 domain protein OS=Crinalium epipsammum PCC 9333 OX=1173022 GN=Cri9333_0177 PE=3 SV=1","K1",10,1173022
"239",351,"tr|K9VTC0|K9VTC0_9CYAN","ATPase AAA-2 domain protein OS=Crinalium epipsammum PCC 9333 OX=1173022 GN=Cri9333_0177 PE=3 SV=1","K2",33,1173022
"240",351,"tr|K9VTC0|K9VTC0_9CYAN","ATPase AAA-2 domain protein OS=Crinalium epipsammum PCC 9333 OX=1173022 GN=Cri9333_0177 PE=3 SV=1","K3",3,1173022
"241",351,"tr|K9VTC0|K9VTC0_9CYAN","ATPase AAA-2 domain protein OS=Crinalium epipsammum PCC 9333 OX=1173022 GN=Cri9333_0177 PE=3 SV=1","K4",15,1173022
"242",351,"tr|K9VTC0|K9VTC0_9CYAN","ATPase AAA-2 domain protein OS=Crinalium epipsammum PCC 9333 OX=1173022 GN=Cri9333_0177 PE=3 SV=1","K5",8,1173022
"243",635,"tr|A0A6L9XWW8|A0A6L9XWW8_9MICO","Sugar ABC transporter substrate-binding protein OS=Diaminobutyricibacter tongyongensis OX=1268043 GN=G3T36_06680 PE=4 SV=1","B1",5,1268043
"244",635,"tr|A0A6L9XWW8|A0A6L9XWW8_9MICO","Sugar ABC transporter substrate-binding protein OS=Diaminobutyricibacter tongyongensis OX=1268043 GN=G3T36_06680 PE=4 SV=1","B2",0,1268043
"245",635,"tr|A0A6L9XWW8|A0A6L9XWW8_9MICO","Sugar ABC transporter substrate-binding protein OS=Diaminobutyricibacter tongyongensis OX=1268043 GN=G3T36_06680 PE=4 SV=1","B3",3,1268043
"246",635,"tr|A0A6L9XWW8|A0A6L9XWW8_9MICO","Sugar ABC transporter substrate-binding protein OS=Diaminobutyricibacter tongyongensis OX=1268043 GN=G3T36_06680 PE=4 SV=1","B4",13,1268043
"247",635,"tr|A0A6L9XWW8|A0A6L9XWW8_9MICO","Sugar ABC transporter substrate-binding protein OS=Diaminobutyricibacter tongyongensis OX=1268043 GN=G3T36_06680 PE=4 SV=1","B5",8,1268043
"248",635,"tr|A0A6L9XWW8|A0A6L9XWW8_9MICO","Sugar ABC transporter substrate-binding protein OS=Diaminobutyricibacter tongyongensis OX=1268043 GN=G3T36_06680 PE=4 SV=1","B6",21,1268043
"249",635,"tr|A0A6L9XWW8|A0A6L9XWW8_9MICO","Sugar ABC transporter substrate-binding protein OS=Diaminobutyricibacter tongyongensis OX=1268043 GN=G3T36_06680 PE=4 SV=1","K1",0,1268043
"250",635,"tr|A0A6L9XWW8|A0A6L9XWW8_9MICO","Sugar ABC transporter substrate-binding protein OS=Diaminobutyricibacter tongyongensis OX=1268043 GN=G3T36_06680 PE=4 SV=1","K2",0,1268043
"251",635,"tr|A0A6L9XWW8|A0A6L9XWW8_9MICO","Sugar ABC transporter substrate-binding protein OS=Diaminobutyricibacter tongyongensis OX=1268043 GN=G3T36_06680 PE=4 SV=1","K3",0,1268043
"252",635,"tr|A0A6L9XWW8|A0A6L9XWW8_9MICO","Sugar ABC transporter substrate-binding protein OS=Diaminobutyricibacter tongyongensis OX=1268043 GN=G3T36_06680 PE=4 SV=1","K4",0,1268043
"253",635,"tr|A0A6L9XWW8|A0A6L9XWW8_9MICO","Sugar ABC transporter substrate-binding protein OS=Diaminobutyricibacter tongyongensis OX=1268043 GN=G3T36_06680 PE=4 SV=1","K5",0,1268043
"254",343,"tr|F5UCR3|F5UCR3_9CYAN","ATP synthase subunit alpha OS=Microcoleus vaginatus FGP-2 OX=756067 GN=atpA PE=3 SV=1","B1",5,756067
"255",343,"tr|F5UCR3|F5UCR3_9CYAN","ATP synthase subunit alpha OS=Microcoleus vaginatus FGP-2 OX=756067 GN=atpA PE=3 SV=1","B2",9,756067
"256",343,"tr|F5UCR3|F5UCR3_9CYAN","ATP synthase subunit alpha OS=Microcoleus vaginatus FGP-2 OX=756067 GN=atpA PE=3 SV=1","B3",8,756067
"257",343,"tr|F5UCR3|F5UCR3_9CYAN","ATP synthase subunit alpha OS=Microcoleus vaginatus FGP-2 OX=756067 GN=atpA PE=3 SV=1","B4",0,756067
"258",343,"tr|F5UCR3|F5UCR3_9CYAN","ATP synthase subunit alpha OS=Microcoleus vaginatus FGP-2 OX=756067 GN=atpA PE=3 SV=1","B5",7,756067
"259",343,"tr|F5UCR3|F5UCR3_9CYAN","ATP synthase subunit alpha OS=Microcoleus vaginatus FGP-2 OX=756067 GN=atpA PE=3 SV=1","B6",6,756067
"260",343,"tr|F5UCR3|F5UCR3_9CYAN","ATP synthase subunit alpha OS=Microcoleus vaginatus FGP-2 OX=756067 GN=atpA PE=3 SV=1","K1",1,756067
"261",343,"tr|F5UCR3|F5UCR3_9CYAN","ATP synthase subunit alpha OS=Microcoleus vaginatus FGP-2 OX=756067 GN=atpA PE=3 SV=1","K2",29,756067
"262",343,"tr|F5UCR3|F5UCR3_9CYAN","ATP synthase subunit alpha OS=Microcoleus vaginatus FGP-2 OX=756067 GN=atpA PE=3 SV=1","K3",22,756067
"263",343,"tr|F5UCR3|F5UCR3_9CYAN","ATP synthase subunit alpha OS=Microcoleus vaginatus FGP-2 OX=756067 GN=atpA PE=3 SV=1","K4",8,756067
"264",343,"tr|F5UCR3|F5UCR3_9CYAN","ATP synthase subunit alpha OS=Microcoleus vaginatus FGP-2 OX=756067 GN=atpA PE=3 SV=1","K5",0,756067
"265",3,"tr|A0A2T1DKV5|A0A2T1DKV5_9CYAN","Phycocyanin subunit alpha OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=cpcA PE=3 SV=1","B1",39,1920490
"266",3,"tr|A0A2T1DKV5|A0A2T1DKV5_9CYAN","Phycocyanin subunit alpha OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=cpcA PE=3 SV=1","B2",52,1920490
"267",3,"tr|A0A2T1DKV5|A0A2T1DKV5_9CYAN","Phycocyanin subunit alpha OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=cpcA PE=3 SV=1","B3",109,1920490
"268",3,"tr|A0A2T1DKV5|A0A2T1DKV5_9CYAN","Phycocyanin subunit alpha OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=cpcA PE=3 SV=1","B4",12,1920490
"269",3,"tr|A0A2T1DKV5|A0A2T1DKV5_9CYAN","Phycocyanin subunit alpha OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=cpcA PE=3 SV=1","B5",63,1920490
"270",3,"tr|A0A2T1DKV5|A0A2T1DKV5_9CYAN","Phycocyanin subunit alpha OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=cpcA PE=3 SV=1","B6",43,1920490
"271",3,"tr|A0A2T1DKV5|A0A2T1DKV5_9CYAN","Phycocyanin subunit alpha OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=cpcA PE=3 SV=1","K1",9,1920490
"272",3,"tr|A0A2T1DKV5|A0A2T1DKV5_9CYAN","Phycocyanin subunit alpha OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=cpcA PE=3 SV=1","K2",53,1920490
"273",3,"tr|A0A2T1DKV5|A0A2T1DKV5_9CYAN","Phycocyanin subunit alpha OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=cpcA PE=3 SV=1","K3",0,1920490
"274",3,"tr|A0A2T1DKV5|A0A2T1DKV5_9CYAN","Phycocyanin subunit alpha OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=cpcA PE=3 SV=1","K4",39,1920490
