"","Accession","n","Protein.Group","Description","codes","K2","K4","B1","B2","B3","B5","B6","K3","K5","B4","K1"
"426","tr|A0A2T1GDY1|A0A2T1GDY1_9CYAN",10,43,"60 kDa chaperonin OS=Chamaesiphon polymorphus CCALA 037 OX=2107692 GN=groL PE=3 SV=1",2107692,62,51,20,30,33,14,18,16,25,NA,23
"427","tr|A0A2T1GG36|A0A2T1GG36_9CYAN",3,2398,"AbrB family transcriptional regulator OS=Chamaesiphon polymorphus CCALA 037 OX=2107692 GN=C7B77_11470 PE=4 SV=1",2107692,3,4,NA,NA,NA,NA,NA,NA,2,NA,NA
"428","tr|A0A2T1GHK6|A0A2T1GHK6_9CYAN",2,2452,"Thioredoxin OS=Chamaesiphon polymorphus CCALA 037 OX=2107692 GN=trxA PE=3 SV=1",2107692,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","tr|A0A2T1GIM2|A0A2T1GIM2_9CYAN",5,191,"Allophycocyanin subunit beta OS=Chamaesiphon polymorphus CCALA 037 OX=2107692 GN=apcB PE=3 SV=1",2107692,59,45,NA,NA,NA,NA,NA,6,15,NA,24
"430","tr|A0A2T2WBT5|A0A2T2WBT5_9CYAN",5,1744,"30S ribosomal protein S19 OS=filamentous cyanobacterium CCP3 OX=2107704 GN=rpsS PE=3 SV=1",2107704,2,3,3,3,7,NA,NA,NA,NA,NA,NA
"431","tr|A0A2T3XNR5|A0A2T3XNR5_9BURK",3,1977,"DNA-directed RNA polymerase subunit beta' OS=Trinickia symbiotica OX=863227 GN=rpoC PE=3 SV=1",863227,3,6,NA,4,NA,NA,NA,NA,NA,NA,NA
"432","tr|A0A2V1HPZ0|A0A2V1HPZ0_9MICO",5,1786,"30S ribosomal protein S1 OS=Amnibacterium flavum OX=2173173 GN=DDQ50_11790 PE=4 SV=1",2173173,2,3,NA,2,NA,NA,2,7,NA,NA,NA
"433","tr|A0A2V8QGY6|A0A2V8QGY6_9BACT",2,2974,"RNA-binding protein OS=Acidobacteria bacterium OX=1978231 GN=DMF73_04180 PE=4 SV=1",1978231,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA
"434","tr|A0A2W4P938|A0A2W4P938_9PROT",3,2653,"Sugar ABC transporter OS=Proteobacteria bacterium OX=1977087 GN=DIU65_05140 PE=4 SV=1",1977087,NA,NA,3,NA,NA,3,2,NA,NA,NA,NA
"435","tr|A0A2W4WF12|A0A2W4WF12_9CYAN",3,1249,"DNA-directed RNA polymerase subunit gamma OS=Shackletoniella antarctica OX=268115 GN=rpoC1 PE=3 SV=1",268115,10,8,NA,6,NA,NA,NA,NA,NA,NA,NA
"436","tr|A0A2W4WJ29|A0A2W4WJ29_9CYAN",4,2059,"Translation initiation factor IF-1 OS=Shackletoniella antarctica OX=268115 GN=infA PE=3 SV=1",268115,2,NA,4,4,3,NA,NA,NA,NA,NA,NA
"437","tr|A0A2W4XH96|A0A2W4XH96_9CYAN",7,353,"Fasciclin OS=Shackletoniella antarctica OX=268115 GN=DCF17_19075 PE=4 SV=1",268115,33,20,4,NA,3,NA,NA,18,10,NA,2
"438","tr|A0A2W4XW24|A0A2W4XW24_9CYAN",6,1622,"Uncharacterized protein OS=Pseudanabaena frigida OX=945775 GN=DCF19_15390 PE=4 SV=1",945775,6,2,2,NA,2,4,2,NA,NA,NA,NA
"439","tr|A0A2W4YBT4|A0A2W4YBT4_9CYAN",5,1744,"30S ribosomal protein S19 OS=Shackletoniella antarctica OX=268115 GN=rpsS PE=3 SV=1",268115,2,3,3,3,7,NA,NA,NA,NA,NA,NA
"440","tr|A0A2W5C5K0|A0A2W5C5K0_9SPHN",2,2852,"TonB-dependent receptor OS=Sphingomonas sanxanigenens OX=397260 GN=DI623_10095 PE=3 SV=1",397260,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA
"441","tr|A0A2W5XGX1|A0A2W5XGX1_9BACT",5,522,"60 kDa chaperonin OS=Candidatus Eremiobacteraeota bacterium OX=2052317 GN=groL PE=3 SV=1",2052317,NA,NA,7,23,5,4,18,NA,NA,NA,NA
"442","tr|A0A2W5Y101|A0A2W5Y101_9BACT",6,540,"Cu_amine_oxidN1 domain-containing protein OS=Candidatus Eremiobacteraeota bacterium OX=2052317 GN=DLM50_07705 PE=4 SV=1",2052317,NA,NA,11,14,10,6,6,NA,NA,11,NA
"443","tr|A0A2W5YQ75|A0A2W5YQ75_9BACT",2,2624,"Uncharacterized protein OS=Candidatus Eremiobacteraeota bacterium OX=2052317 GN=DLM50_05355 PE=4 SV=1",2052317,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA
"444","tr|A0A2W6DR51|A0A2W6DR51_9PSEU",2,2651,"Phosphodiesterase OS=Pseudonocardiales bacterium OX=2201155 GN=DLM61_17400 PE=4 SV=1",2201155,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA
"445","tr|A0A2W6ZT46|A0A2W6ZT46_9CYAN",9,323,"ATP synthase subunit beta OS=Leptolyngbya sp. OX=47254 GN=atpD PE=3 SV=1",47254,39,23,NA,3,7,5,3,9,5,NA,4
"446","tr|A0A2W6ZYW2|A0A2W6ZYW2_9CYAN",4,1096,"SLH domain-containing protein OS=Leptolyngbya sp. OX=47254 GN=DCF22_20830 PE=3 SV=1",47254,14,3,NA,NA,NA,NA,NA,8,NA,NA,5
"447","tr|A0A2W7A1A5|A0A2W7A1A5_9CYAN",6,1006,"Chaperone protein DnaK OS=Leptolyngbya sp. OX=47254 GN=dnaK PE=2 SV=1",47254,8,6,4,NA,4,7,2,NA,NA,NA,NA
"448","tr|A0A2W7A3F2|A0A2W7A3F2_9CYAN",2,2361,"Photosystem I reaction center subunit XII OS=Leptolyngbya sp. OX=47254 GN=DCF22_18040 PE=3 SV=1",47254,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","tr|A0A2W7AB70|A0A2W7AB70_9CYAN",2,2210,"Uncharacterized protein OS=Leptolyngbya sp. OX=47254 GN=DCF22_14250 PE=4 SV=1",47254,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","tr|A0A2W7AHE0|A0A2W7AHE0_9CYAN",6,874,"Elongation factor Tu OS=Leptolyngbya sp. OX=47254 GN=tuf PE=3 SV=1",47254,8,7,NA,6,3,2,NA,NA,NA,NA,9
"451","tr|A0A2W7AHJ1|A0A2W7AHJ1_9CYAN",6,426,"S-layer protein OS=Leptolyngbya sp. OX=47254 GN=DCF22_07865 PE=3 SV=1",47254,41,18,NA,2,NA,2,NA,4,4,NA,NA
"452","tr|A0A2W7AIS6|A0A2W7AIS6_9CYAN",5,479,"S-layer homology domain-containing protein OS=Leptolyngbya sp. OX=47254 GN=DCF22_08990 PE=4 SV=1",47254,NA,NA,12,9,19,17,8,NA,NA,NA,NA
"453","tr|A0A2W7ALH8|A0A2W7ALH8_9CYAN",7,692,"30S ribosomal protein S1 OS=Leptolyngbya sp. OX=47254 GN=DCF22_09250 PE=4 SV=1",47254,16,11,NA,3,3,3,2,NA,7,NA,NA
"454","tr|A0A2W7AMN4|A0A2W7AMN4_9CYAN",2,2217,"Uncharacterized protein OS=Leptolyngbya sp. OX=47254 GN=DCF22_05270 PE=4 SV=1",47254,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","tr|A0A2W7ANT1|A0A2W7ANT1_9CYAN",5,281,"Allophycocyanin subunit beta OS=Leptolyngbya sp. OX=47254 GN=apcB PE=3 SV=1",47254,55,30,NA,NA,NA,NA,NA,13,4,NA,13
"456","tr|A0A2W7ANV7|A0A2W7ANV7_9CYAN",10,4,"60 kDa chaperonin OS=Leptolyngbya sp. OX=47254 GN=groL PE=3 SV=1",47254,103,87,34,38,43,15,22,18,35,NA,35
"457","tr|A0A2W7AQJ2|A0A2W7AQJ2_9CYAN",2,1289,"Uncharacterized protein OS=Leptolyngbya sp. OX=47254 GN=DCF22_02745 PE=4 SV=1",47254,17,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","tr|A0A2W7AQM0|A0A2W7AQM0_9CYAN",2,1960,"50S ribosomal protein L10 OS=Leptolyngbya sp. OX=47254 GN=rplJ PE=3 SV=1",47254,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","tr|A0A2W7AQM2|A0A2W7AQM2_9CYAN",2,1308,"Porin OS=Leptolyngbya sp. OX=47254 GN=DCF22_02900 PE=3 SV=1",47254,17,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","tr|A0A2W7AS05|A0A2W7AS05_9CYAN",7,353,"Fasciclin OS=Leptolyngbya sp. OX=47254 GN=DCF21_19380 PE=4 SV=1",47254,33,20,4,NA,3,NA,NA,18,10,NA,2
"461","tr|A0A2W7AT93|A0A2W7AT93_9CYAN",4,1085,"DNA-directed RNA polymerase subunit beta' OS=Leptolyngbya sp. OX=47254 GN=rpoC2 PE=3 SV=1",47254,15,6,NA,7,2,NA,NA,NA,NA,NA,NA
"462","tr|A0A2W7AUK6|A0A2W7AUK6_9CYAN",2,2737,"Uncharacterized protein OS=Leptolyngbya sp. OX=47254 GN=DCF22_00905 PE=4 SV=1",47254,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","tr|A0A2W7AZ37|A0A2W7AZ37_9CYAN",6,712,"60 kDa chaperonin OS=Leptolyngbya sp. OX=47254 GN=groL PE=3 SV=1",47254,12,16,NA,7,4,2,2,NA,NA,NA,NA
"464","tr|A0A2W7B013|A0A2W7B013_9CYAN",2,2506,"Transaldolase OS=Leptolyngbya sp. OX=47254 GN=tal PE=3 SV=1",47254,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"465","tr|A0A2W7B0C8|A0A2W7B0C8_9CYAN",3,1967,"Urea ABC transporter substrate-binding protein OS=Leptolyngbya sp. OX=47254 GN=urtA PE=4 SV=1",47254,5,2,NA,5,NA,NA,NA,NA,NA,NA,NA
"466","tr|A0A2W7B6P4|A0A2W7B6P4_9CYAN",4,1177,"ATP synthase subunit alpha OS=Leptolyngbya sp. OX=47254 GN=atpA PE=3 SV=1",47254,13,7,NA,2,NA,NA,2,NA,NA,NA,NA
"467","tr|A0A2W7B737|A0A2W7B737_9CYAN",5,571,"Polyribonucleotide nucleotidyltransferase OS=Leptolyngbya sp. OX=47254 GN=pnp PE=3 SV=1",47254,18,11,6,16,2,NA,NA,NA,NA,NA,NA
"468","tr|A0A2W7B830|A0A2W7B830_9CYAN",8,513,"10 kDa chaperonin OS=Leptolyngbya sp. OX=47254 GN=groS PE=3 SV=1",47254,21,19,NA,NA,NA,2,2,5,2,3,6
"469","tr|A0A2W7B944|A0A2W7B944_9CYAN",2,2834,"BMP family ABC transporter substrate-binding protein OS=Leptolyngbya sp. OX=47254 GN=DCF22_01000 PE=3 SV=1",47254,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","tr|A0A2W7BB34|A0A2W7BB34_9CYAN",5,1612,"Peroxiredoxin OS=Leptolyngbya sp. OX=47254 GN=DCF22_05850 PE=3 SV=1",47254,8,4,2,2,NA,NA,2,NA,NA,NA,NA
"471","tr|A0A2W7BFY6|A0A2W7BFY6_9CYAN",4,1512,"Phycobiliprotein ApcE OS=Leptolyngbya sp. OX=47254 GN=DCF22_03035 PE=3 SV=1",47254,7,4,NA,6,4,NA,NA,NA,NA,NA,NA
"472","tr|A0A2W7BHQ9|A0A2W7BHQ9_9CYAN",3,1447,"DNA-directed RNA polymerase subunit beta OS=Leptolyngbya sp. OX=47254 GN=rpoB PE=3 SV=1",47254,13,2,NA,5,NA,NA,NA,NA,NA,NA,NA
"473","tr|A0A2W7C488|A0A2W7C488_9CYAN",2,1372,"DUF2267 domain-containing protein OS=Leptolyngbya sp. OX=47254 GN=DCF22_12360 PE=4 SV=1",47254,15,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","tr|A0A2Z3GHE9|A0A2Z3GHE9_9BACT",5,1460,"Por_Secre_tail domain-containing protein OS=Hymenobacter nivis OX=1850093 GN=DDQ68_01790 PE=4 SV=1",1850093,NA,NA,4,3,NA,5,3,NA,NA,6,NA
"475","tr|A0A2Z3GJ66|A0A2Z3GJ66_9BACT",3,2176,"SusC/RagA family protein OS=Hymenobacter nivis OX=1850093 GN=DDQ68_05530 PE=3 SV=1",1850093,NA,NA,NA,NA,NA,2,4,NA,NA,5,NA
"476","tr|A0A2Z3GJP7|A0A2Z3GJP7_9BACT",4,1657,"OmpA-like domain-containing protein OS=Hymenobacter nivis OX=1850093 GN=DDQ68_03400 PE=4 SV=1",1850093,NA,NA,2,NA,6,7,3,NA,NA,NA,NA
"477","tr|A0A2Z3GK84|A0A2Z3GK84_9BACT",3,1742,"OMP_b-brl_2 domain-containing protein OS=Hymenobacter nivis OX=1850093 GN=DDQ68_18570 PE=4 SV=1",1850093,NA,NA,NA,NA,NA,4,11,NA,NA,2,NA
"478","tr|A0A2Z3GLB4|A0A2Z3GLB4_9BACT",3,1900,"SusC/RagA family TonB-linked outer membrane protein OS=Hymenobacter nivis OX=1850093 GN=DDQ68_20900 PE=3 SV=1",1850093,NA,NA,NA,NA,NA,2,9,NA,NA,4,NA
"479","tr|A0A2Z3GQB7|A0A2Z3GQB7_9BACT",5,387,"Uncharacterized protein OS=Hymenobacter nivis OX=1850093 GN=DDQ68_14520 PE=4 SV=1",1850093,NA,NA,5,NA,7,15,11,NA,NA,44,NA
"480","tr|A0A2Z3GV62|A0A2Z3GV62_9BACT",2,2167,"TonB-dependent receptor OS=Hymenobacter nivis OX=1850093 GN=DDQ68_20215 PE=4 SV=1",1850093,NA,NA,NA,NA,NA,5,6,NA,NA,NA,NA
"481","tr|A0A2Z4HGE4|A0A2Z4HGE4_9EUKA",4,1321,"Photosystem I reaction center subunit IV OS=Cyanophora sudae OX=1522369 GN=psaE PE=3 SV=1",1522369,NA,NA,5,6,12,NA,2,NA,NA,NA,NA
"482","tr|A0A2Z6CEZ3|A0A2Z6CEZ3_PLAAG",4,2059,"Translation initiation factor IF-1 OS=Planktothrix agardhii NIES-204 OX=282423 GN=infA PE=3 SV=1",282423,2,NA,4,4,3,NA,NA,NA,NA,NA,NA
"483","tr|A0A2Z6CKJ8|A0A2Z6CKJ8_PLAAG",2,3048,"LysR family transcriptional regulator OS=Planktothrix agardhii NIES-204 OX=282423 GN=NIES204_43010 PE=3 SV=1",282423,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","tr|A0A2Z6CXQ2|A0A2Z6CXQ2_9NOSO",3,560,"Phycoerythrocyanin beta chain OS=Nostoc sp. HK-01 OX=196308 GN=pecB PE=3 SV=1",196308,25,24,NA,NA,NA,NA,NA,NA,6,NA,NA
"485","tr|A0A318QW11|A0A318QW11_9PROT",2,1604,"30S ribosomal protein S19 OS=Komagataeibacter oboediens OX=65958 GN=rpsS PE=3 SV=1",65958,NA,NA,5,NA,14,NA,NA,NA,NA,NA,NA
"486","tr|A0A318X6Q0|A0A318X6Q0_9BRAD",2,1604,"30S ribosomal protein S19 OS=Bosea sp. CF476 OX=2135474 GN=rpsS PE=3 SV=1",2135474,NA,NA,5,NA,14,NA,NA,NA,NA,NA,NA
"487","tr|A0A326UG67|A0A326UG67_9CHLR",2,3028,"10 kDa chaperonin OS=Thermosporothrix hazakensis OX=644383 GN=groS PE=3 SV=1",644383,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA
"488","tr|A0A328IGN0|A0A328IGN0_9CYAN",4,2059,"Translation initiation factor IF-1 OS=Hapalosiphonaceae cyanobacterium JJU2 OX=2109628 GN=infA PE=3 SV=1",2109628,2,NA,4,4,3,NA,NA,NA,NA,NA,NA
"489","tr|A0A346DVS5|A0A346DVS5_9PROT",5,1327,"OmpA family protein OS=Acetobacter pomorum OX=65959 GN=CJF59_09915 PE=4 SV=1",65959,NA,NA,3,4,8,4,6,NA,NA,NA,NA
"490","tr|A0A346QR77|A0A346QR77_PROCL",8,264,"Cytoplasmic actin 1 (Fragment) OS=Procambarus clarkii OX=6728 GN=Actb PE=2 SV=1",6728,30,42,NA,8,3,7,12,NA,16,2,NA
"491","tr|A0A348MQS6|A0A348MQS6_9RHOB",2,1604,"30S ribosomal protein S19 OS=Rhodobacter sp. OX=1062 GN=rpsS PE=3 SV=1",1062,NA,NA,5,NA,14,NA,NA,NA,NA,NA,NA
"492","tr|A0A349JQJ6|A0A349JQJ6_9CYAN",3,798,"Phycocyanin subunit beta OS=Microcoleaceae bacterium UBA11344 OX=2055792 GN=DCS91_23155 PE=3 SV=1",2055792,13,10,NA,NA,NA,NA,NA,18,NA,NA,NA
"493","tr|A0A351LD54|A0A351LD54_9CYAN",2,1296,"Uncharacterized protein OS=Cyanobacteria bacterium UBA11371 OX=2055770 GN=DCZ55_30790 PE=4 SV=1",2055770,16,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","tr|A0A354V935|A0A354V935_9PROT",6,1271,"Cold-shock protein OS=Acetobacteraceae bacterium OX=1909293 GN=DDZ81_21905 PE=4 SV=1",1909293,NA,NA,5,3,4,6,4,NA,NA,3,NA
"495","tr|A0A355DKW7|A0A355DKW7_9CYAN",2,2318,"NADPH-protochlorophyllide oxidoreductase OS=Cyanobacteria bacterium UBA11162 OX=2055781 GN=DD379_06120 PE=3 SV=1",2055781,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","tr|A0A357A6Y5|A0A357A6Y5_9CYAN",2,2464,"Carbon dioxide-concentrating protein CcmK OS=Cyanobacteria bacterium UBA11691 OX=2055778 GN=DD761_07525 PE=3 SV=1",2055778,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","tr|A0A367PYT2|A0A367PYT2_9NOSO",5,1329,"Nucleoside diphosphate kinase OS=Nostoc sp. ATCC 43529 OX=1840705 GN=ndk PE=3 SV=1",1840705,8,8,NA,3,2,NA,2,NA,NA,NA,NA
"498","tr|A0A369TMV7|A0A369TMV7_9RHOB",2,1604,"30S ribosomal protein S19 OS=Thalassococcus profundi OX=2282382 GN=rpsS PE=3 SV=1",2282382,NA,NA,5,NA,14,NA,NA,NA,NA,NA,NA
"499","tr|A0A372IMX0|A0A372IMX0_9BACT",4,1381,"Cold-shock protein OS=Acidipila sp. 4G-K13 OX=2303751 GN=D0Y96_11800 PE=4 SV=1",2303751,NA,NA,4,NA,6,9,4,NA,NA,NA,NA
"500","tr|A0A378ZX94|A0A378ZX94_9RHOB",3,1880,"D-ribose-binding periplasmic protein OS=Pannonibacter phragmitetus OX=121719 GN=rbsB_1 PE=4 SV=1",121719,2,10,NA,NA,NA,NA,NA,4,NA,NA,NA
"501","tr|A0A388PW82|A0A388PW82_9ACTN",4,1689,"Cold shock protein ScoF OS=Actinobacteria bacterium OX=1883427 GN=EMGBS13_02050 PE=4 SV=1",1883427,NA,NA,2,NA,NA,6,5,NA,NA,6,NA
"502","tr|A0A397S3J8|A0A397S3J8_9BURK",2,2231,"RNA recognition motif-containing protein OS=Pelomonas sp. BT06 OX=2135721 GN=C8K28_1268 PE=4 SV=1",2135721,NA,NA,NA,NA,NA,6,3,NA,NA,NA,NA
"503","tr|A0A3A5M9Q3|A0A3A5M9Q3_9MICO",3,2645,"LemA family protein OS=Cryobacterium sp. Hh39 OX=995039 GN=D6T64_17175 PE=3 SV=1",995039,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA
"504","tr|A0A3A5MAD6|A0A3A5MAD6_9MICO",2,3004,"Integration host factor OS=Cryobacterium sp. Hh39 OX=995039 GN=D6T64_16780 PE=3 SV=1",995039,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA
"505","tr|A0A3C0YB48|A0A3C0YB48_9BURK",2,2873,"Transporter OS=Polaromonas sp. OX=1869339 GN=DCP03_17800 PE=4 SV=1",1869339,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA
"506","tr|A0A3C1DZK8|A0A3C1DZK8_9MICO",4,1027,"Phosphate-binding protein PstS OS=Microbacteriaceae bacterium OX=1873462 GN=pstS PE=3 SV=1",1873462,NA,NA,NA,NA,5,10,7,NA,NA,9,NA
"507","tr|A0A3C1LYK1|A0A3C1LYK1_9CYAN",2,2756,"Global nitrogen regulator NtcA OS=Cyanobacteria bacterium UBA8156 OX=2055767 GN=ntcA PE=4 SV=1",2055767,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"508","tr|A0A3D1AWC4|A0A3D1AWC4_9BACT",5,1523,"TonB-dependent receptor OS=Bryobacterales bacterium OX=2026791 GN=DEQ47_08750 PE=4 SV=1",2026791,NA,NA,7,3,3,5,2,NA,NA,NA,NA
"509","tr|A0A3D1PCV2|A0A3D1PCV2_9CYAN",2,2803,"Potassium-transporting ATPase ATP-binding subunit OS=Cyanobacteria bacterium UBA11049 OX=2055787 GN=kdpB PE=3 SV=1",2055787,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA
"510","tr|A0A3D2J228|A0A3D2J228_9CHLR",2,3028,"10 kDa chaperonin OS=Ktedonobacter sp. OX=1932716 GN=groS PE=3 SV=1",1932716,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA
"511","tr|A0A3D2J724|A0A3D2J724_9CHLR",4,1951,"ATP synthase subunit alpha OS=Ktedonobacter sp. OX=1932716 GN=atpA PE=3 SV=1",1932716,3,3,NA,4,NA,NA,2,NA,NA,NA,NA
"512","tr|A0A3D4V824|A0A3D4V824_9BACT",2,2663,"60 kDa chaperonin OS=Gemmatimonas aurantiaca OX=173480 GN=groL PE=3 SV=1",173480,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","tr|A0A3D5G367|A0A3D5G367_9CYAN",3,2132,"50S ribosomal protein L4 OS=Microcoleaceae bacterium UBA9251 OX=2055794 GN=rplD PE=3 SV=1",2055794,7,NA,NA,2,NA,NA,NA,3,NA,NA,NA
"514","tr|A0A3D8K7L8|A0A3D8K7L8_9BURK",2,2990,"D-ribose ABC transporter substrate-binding protein OS=Trinickia dinghuensis OX=2291023 GN=DWV00_02070 PE=4 SV=1",2291023,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA
"515","tr|A0A3E0LGA9|A0A3E0LGA9_9CHRO",2,2756,"Global nitrogen regulator NtcA OS=Microcystis flos-aquae DF17 OX=2060470 GN=ntcA PE=4 SV=1",2060470,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"516","tr|A0A3E0LPB7|A0A3E0LPB7_9CHRO",2,2117,"Phycocyanin subunit beta OS=Microcystis flos-aquae DF17 OX=2060470 GN=DWQ53_04015 PE=3 SV=1",2060470,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","tr|A0A3E0MAA9|A0A3E0MAA9_MICAE",2,2117,"Phycocyanin subunit beta OS=Microcystis aeruginosa DA14 OX=1987506 GN=DWQ56_13730 PE=3 SV=1",1987506,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","tr|A0A3E0MHP1|A0A3E0MHP1_MICAE",2,2756,"Global nitrogen regulator NtcA OS=Microcystis aeruginosa DA14 OX=1987506 GN=ntcA PE=4 SV=1",1987506,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"519","tr|A0A3E0W8F7|A0A3E0W8F7_9MICO",4,1353,"Uncharacterized protein OS=Subtercola boreus OX=120213 GN=B7R25_15685 PE=4 SV=1",120213,NA,NA,7,NA,3,5,7,NA,NA,NA,NA
"520","tr|A0A3G4ZVK3|A0A3G4ZVK3_9VIRU",7,726,"Polyubiquitin OS=Edafosvirus sp. OX=2487765 GN=Edafosvirus51_4 PE=4 SV=1",2487765,3,2,2,NA,2,7,25,NA,NA,4,NA
"521","tr|A0A3G6X037|A0A3G6X037_SYNEL",2,3048,"LysR family transcriptional regulator OS=Synechococcus elongatus PCC 11801 OX=2219813 GN=DOP62_07420 PE=3 SV=1",2219813,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","tr|A0A3G9JAV5|A0A3G9JAV5_MICVR",2,2117,"Phycocyanin beta subunit OS=Microcystis viridis NIES-102 OX=213615 GN=cpcB1 PE=3 SV=1",213615,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","tr|A0A3G9JSM5|A0A3G9JSM5_MICVR",2,2756,"Global nitrogen regulator Ycf28 OS=Microcystis viridis NIES-102 OX=213615 GN=ntcA PE=4 SV=1",213615,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"524","tr|A0A3M1P4C3|A0A3M1P4C3_9CYAN",2,2670,"30S ribosomal protein S8 OS=Cyanobacteria bacterium J069 OX=2420337 GN=rpsH PE=3 SV=1",2420337,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA
"525","tr|A0A3M1P5L7|A0A3M1P5L7_9CYAN",3,2018,"DUF1257 domain-containing protein OS=Cyanobacteria bacterium J069 OX=2420337 GN=D6742_18635 PE=4 SV=1",2420337,2,NA,NA,5,4,NA,NA,NA,NA,NA,NA
"526","tr|A0A3M1P9Q4|A0A3M1P9Q4_9CYAN",9,268,"Allophycocyanin OS=Cyanobacteria bacterium J069 OX=2420337 GN=D6742_17510 PE=3 SV=1",2420337,5,4,10,28,25,12,16,4,NA,8,NA
"527","tr|A0A3M7PQY2|A0A3M7PQY2_BRAPC",2,1198,"Tubulin beta chain OS=Brachionus plicatilis OX=10195 GN=BpHYR1_002419 PE=3 SV=1",10195,14,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","tr|A0A3M9Z9B4|A0A3M9Z9B4_9CYAN",5,1744,"30S ribosomal protein S19 OS=Leptolyngbya sp. IPPAS B-1204 OX=2483801 GN=rpsS PE=3 SV=1",2483801,2,3,3,3,7,NA,NA,NA,NA,NA,NA
"529","tr|A0A3M9ZAE5|A0A3M9ZAE5_9CYAN",7,882,"Fructose-1 6-bisphosphate aldolase OS=Leptolyngbya sp. IPPAS B-1204 OX=2483801 GN=fba PE=3 SV=1",2483801,6,5,3,8,7,3,5,NA,NA,NA,NA
"530","tr|A0A3M9ZEI8|A0A3M9ZEI8_9CYAN",3,2018,"DUF1257 domain-containing protein OS=Leptolyngbya sp. IPPAS B-1204 OX=2483801 GN=EDM05_03035 PE=4 SV=1",2483801,2,NA,NA,5,4,NA,NA,NA,NA,NA,NA
"531","tr|A0A3M9ZEJ2|A0A3M9ZEJ2_9CYAN",2,3012,"Organic solvent tolerance protein OstA OS=Leptolyngbya sp. IPPAS B-1204 OX=2483801 GN=EDM05_03785 PE=4 SV=1",2483801,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","tr|A0A3N0VP99|A0A3N0VP99_MICAE",2,2117,"Phycocyanin subunit beta OS=Microcystis aeruginosa FACHB-524 OX=2486203 GN=ED562_21370 PE=3 SV=1",2486203,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","tr|A0A3N1JRM3|A0A3N1JRM3_9BACT",4,1381,"Putative cold-shock DNA-binding protein OS=Granulicella sp. GAS466 OX=2485170 GN=EDE14_4523 PE=4 SV=1",2485170,NA,NA,4,NA,6,9,4,NA,NA,NA,NA
"534","tr|A0A3N7C2H0|A0A3N7C2H0_9BURK",3,1977,"DNA-directed RNA polymerase subunit beta' OS=Paucibacter sp. KBW04 OX=2153361 GN=rpoC PE=3 SV=1",2153361,3,6,NA,4,NA,NA,NA,NA,NA,NA,NA
"535","tr|A0A3R9NV48|A0A3R9NV48_9BACT",3,2211,"Superoxide dismutase OS=Edaphobacter aggregans OX=570835 GN=EDE15_3016 PE=3 SV=1",570835,NA,NA,4,NA,2,NA,3,NA,NA,NA,NA
"536","tr|A0A3R9PBU1|A0A3R9PBU1_9BACT",4,1381,"Putative cold-shock DNA-binding protein OS=Edaphobacter aggregans OX=570835 GN=EDE15_3772 PE=4 SV=1",570835,NA,NA,4,NA,6,9,4,NA,NA,NA,NA
